country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Jordan,42.90,49.25,54.70,59.00,62.15,65.00,67.20,69.00,70.45,71.45,72.55,73.55,74.60,75.80,75.45,77.75
Kazakhstan,56.60,57.75,58.85,60.05,61.15,62.05,63.35,64.75,64.40,63.90,64.60,66.20,69.15,71.10,70.55,73.25
Kenya,39.90,45.55,50.15,52.50,54.90,56.65,60.50,59.85,57.30,54.90,55.20,58.90,61.25,62.50,62.60,64.35
Kiribati,45.75,46.75,49.05,52.50,55.50,56.65,57.70,59.45,61.85,63.55,64.75,64.90,65.35,66.55,67.30,67.95
Kuwait,50.05,54.35,59.55,64.40,67.75,69.10,71.85,74.40,75.40,76.40,77.30,77.55,79.30,80.40,80.20,81.95
Kyrgyzstan,52.90,54.25,55.75,57.20,58.80,60.20,61.85,63.75,64.05,64.80,65.95,67.15,69.05,70.60,70.90,72.75
Lao People's Democratic Republic,39.15,40.50,41.45,42.65,44.40,46.10,49.35,52.20,54.90,57.25,59.50,62.20,65.30,67.50,68.45,69.40
Latin America and the Caribbean,49.85,53.00,55.80,58.00,60.00,62.25,64.35,66.65,68.50,70.20,71.85,73.15,74.15,74.90,74.45,77.15
Latvia,68.45,69.15,70.25,70.20,69.75,68.90,69.05,69.80,68.15,68.80,70.35,71.45,73.65,74.80,75.50,76.95
Lebanon,61.85,63.35,65.50,66.50,67.10,53.35,56.85,62.10,70.00,72.75,75.00,77.00,78.55,79.40,76.70,80.85
Lesotho,45.55,48.75,49.85,50.00,51.70,54.35,57.80,59.75,58.85,53.50,45.80,43.45,47.90,52.95,53.90,55.10
Liberia,38.80,38.65,38.40,39.50,41.45,43.60,45.15,44.35,41.10,47.15,53.40,58.20,59.60,60.45,61.30,62.70
Libyan Arab Jamahiriya,,,,,,,,,,,,,,,73.30,75.20
Lithuania,65.90,67.45,70.60,71.20,71.05,70.70,70.65,71.20,70.00,70.65,72.05,72.15,74.10,75.25,75.30,77.40
Luxembourg,66.65,67.80,68.90,69.45,70.00,71.20,72.70,74.30,75.80,76.90,78.20,79.80,81.05,81.90,82.75,83.90
Macao Special Administrative Region of China,60.55,63.35,65.90,68.05,70.15,72.30,74.30,76.20,78.20,80.10,81.35,82.60,83.50,84.60,85.60,86.40
Madagascar,40.25,42.05,44.10,46.15,48.40,49.75,49.70,50.35,53.20,56.25,59.05,61.80,63.75,65.25,65.70,67.80
Malawi,33.00,34.35,35.40,35.85,37.85,42.20,45.60,43.90,43.40,43.30,47.40,53.85,58.65,62.90,63.05,64.60
Malaysia,49.00,53.75,58.45,61.90,64.25,66.95,69.35,70.85,71.80,72.40,73.65,74.35,75.10,75.70,76.50,77.85
Maldives,37.00,37.30,39.45,42.75,47.10,52.10,57.35,61.45,65.15,69.15,73.00,76.15,78.75,80.10,81.10,82.70
Mali,28.45,29.40,29.95,31.20,33.80,38.05,41.65,44.60,47.30,48.60,52.05,54.95,57.10,59.10,59.40,61.15
Malta,63.20,66.25,68.30,68.95,70.25,71.75,72.25,74.35,76.00,77.20,78.55,80.00,81.75,83.20,84.05,85.00
Martinique,55.65,59.35,62.10,64.90,66.85,69.15,71.60,73.85,75.45,76.85,78.45,80.40,82.05,82.30,82.85,84.25
Mauritania,,,,,,,,,,,,,,,65.10,67.25
Mauritius,51.25,54.20,57.50,59.20,61.20,63.95,66.95,68.30,70.30,70.95,72.25,73.30,74.55,75.10,75.25,77.30
Mayotte,,,,,,,,,,,,,,,76.80,80.00
Melanesia,41.40,45.75,49.20,52.50,55.40,58.00,60.00,61.30,62.25,62.95,63.40,63.90,65.25,66.40,67.35,68.35
