country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Poland,89.00,92.60,96.94,98.65,99.33,99.57,99.62,99.67,99.68,99.68,99.67,99.54,98.25,99.08,118.03,118.73
Polynesia,16.78,21.95,27.64,35.28,43.48,50.50,58.99,66.06,73.99,80.90,81.25,88.44,93.26,95.74,96.60,96.83
Portugal,9.30,10.47,12.72,17.79,24.19,32.12,40.52,48.27,55.34,65.62,76.77,82.72,88.07,90.80,112.74,114.75
Puerto Rico,41.19,49.66,56.51,64.06,73.11,80.54,85.23,88.17,90.49,90.76,92.35,94.33,95.97,96.67,117.46,116.53
Qatar,10.42,16.01,23.04,31.02,38.19,43.64,47.90,51.01,53.30,52.45,53.95,55.73,50.94,53.79,58.71,67.88
Republic of Korea,24.81,30.43,41.01,51.53,65.09,77.14,87.16,94.38,98.22,99.22,99.44,99.65,98.91,99.86,127.67,128.19
Republic of Moldova,27.42,36.19,57.05,73.26,90.80,95.53,97.17,97.56,97.67,97.81,96.91,97.05,97.60,97.88,98.08,98.12
Reunion,11.61,17.56,24.31,27.70,35.54,42.14,48.62,56.76,64.29,73.71,78.82,85.90,85.99,88.87,91.22,92.36
Romania,50.03,51.97,59.16,69.27,85.77,92.73,94.60,96.16,97.04,96.33,94.13,95.76,94.58,97.70,118.63,119.70
Russian Federation,69.73,51.58,72.90,86.80,95.24,97.68,98.53,98.90,98.92,98.78,98.57,98.56,98.20,98.52,120.96,121.70
Rwanda,0.48,0.73,1.14,1.65,2.09,2.39,2.68,3.92,5.94,7.66,9.47,13.31,16.78,22.47,27.28,33.49
Saint Lucia,7.89,10.65,12.72,17.02,22.63,30.31,39.61,43.87,47.28,57.00,69.48,75.21,77.38,83.06,109.33,113.08
Saint Vincent and the Grenadines,6.42,9.45,12.42,16.69,21.01,27.07,33.95,34.96,41.19,48.20,52.72,61.59,67.93,73.13,77.16,80.25
Samoa,8.94,11.87,16.87,24.77,31.92,38.57,51.15,60.11,64.07,74.40,67.60,80.63,90.18,95.28,96.33,96.38
Sao Tome and Principe,0.28,0.79,2.10,3.48,5.38,9.82,14.37,17.00,16.58,16.59,21.35,19.32,28.43,39.07,48.42,56.86
Saudi Arabia,5.06,8.79,13.93,20.38,29.86,37.08,42.92,51.35,57.60,61.18,63.86,74.67,80.22,88.02,104.00,106.71
Senegal,1.38,2.32,3.89,6.11,9.48,11.59,11.97,12.61,13.81,13.43,13.49,17.39,21.61,27.10,32.96,39.63
Serbia,34.53,41.64,54.19,67.99,83.69,89.11,93.30,96.65,97.52,97.62,97.39,98.14,97.43,97.85,99.45,99.23
Seychelles,,,,,,,,,,,,,,,91.01,92.19
Sierra Leone,1.45,2.16,3.17,4.60,6.57,11.44,12.43,16.11,17.06,17.14,18.00,23.22,35.27,48.32,54.87,65.94
Singapore,13.36,20.72,30.69,41.65,56.10,66.93,72.95,81.23,89.04,94.36,97.03,98.06,98.77,99.16,99.52,99.03
Slovakia,99.77,99.74,99.80,99.86,99.89,99.89,99.88,99.87,99.86,99.86,99.85,99.94,99.88,99.99,116.35,117.35
Slovenia,67.35,76.35,83.55,88.79,92.44,95.43,96.13,98.06,98.85,99.01,99.34,99.54,99.26,99.68,112.75,114.03
Solomon Islands,2.32,3.32,4.00,6.39,10.14,12.87,16.11,20.44,28.53,29.14,34.78,44.70,46.51,49.71,55.75,61.69
Somalia,2.18,3.10,4.24,5.77,7.38,9.56,12.54,15.72,18.54,17.21,18.11,14.05,16.03,19.99,24.87,30.46
South Africa,23.29,27.78,30.07,33.13,34.68,38.15,46.05,54.10,64.49,73.42,79.82,82.64,86.79,86.54,96.27,98.16
South America,15.08,17.68,21.31,26.31,32.93,40.35,46.95,51.57,55.29,59.84,65.53,70.86,75.44,79.87,83.55,86.55
South Sudan,2.33,2.36,3.14,3.68,4.20,5.81,8.15,10.58,12.03,12.76,14.53,16.80,17.91,21.17,25.45,30.24
South-Eastern Asia,7.39,10.02,13.86,18.71,25.09,31.42,36.16,41.80,48.34,53.55,59.85,64.11,70.33,75.18,79.08,81.87
Southern Africa,21.01,25.08,27.26,30.69,32.57,36.01,43.56,51.40,61.75,69.48,74.98,78.84,83.45,83.22,87.62,88.91
Southern Asia,9.56,11.59,14.35,17.22,20.92,25.37,28.95,32.07,35.34,39.59,44.85,51.74,56.19,63.60,70.95,76.80
Southern Europe,25.86,31.59,39.54,48.45,60.80,72.81,81.17,86.34,89.35,91.40,92.89,94.05,93.49,95.17,96.03,95.94
Spain,22.31,26.90,35.79,48.38,60.78,71.74,79.48,83.78,87.27,89.92,91.34,90.70,87.15,89.16,119.85,121.90
Sri Lanka,22.35,27.65,35.06,42.63,50.41,54.41,57.84,61.45,67.85,74.59,80.97,84.54,88.13,90.74,92.70,94.22
Sudan,2.59,3.76,5.33,7.51,10.02,13.49,18.95,23.75,27.17,30.99,33.93,36.98,36.48,38.57,41.49,45.13
Suriname,19.57,23.26,29.26,36.08,41.03,50.37,58.25,62.47,68.05,69.25,70.03,74.63,79.63,82.25,86.05,87.86
Swaziland,1.74,3.33,6.00,8.84,15.92,23.85,31.58,38.39,44.31,48.41,48.20,43.24,41.58,45.96,49.22,52.67
Sweden,43.11,56.36,65.04,75.67,85.32,94.16,97.31,97.41,97.60,97.41,97.08,98.18,97.92,99.28,127.92,129.70
Switzerland,77.23,81.50,84.36,88.47,89.93,90.76,91.84,92.61,93.52,93.65,94.98,96.24,97.28,97.79,111.92,113.98
Syrian Arab Republic,4.99,7.04,9.82,14.08,19.04,22.93,27.90,30.54,33.07,35.98,32.61,37.00,41.54,46.56,60.15,66.02
Taiwan Province of China,17.75,23.88,25.11,36.82,49.09,61.98,83.30,93.01,97.04,98.19,98.51,99.09,99.57,99.65,135.94,136.92
Tajikistan,39.35,55.29,70.57,81.66,89.68,94.28,95.59,96.15,96.27,96.38,95.96,96.40,94.38,95.79,99.29,99.35
Thailand,6.59,8.14,10.27,13.23,19.15,23.84,32.02,39.02,44.93,54.88,68.30,77.62,81.32,89.48,92.88,94.85
The former Yugoslav Republic of Macedonia,11.51,21.50,34.56,48.50,62.50,72.79,80.94,86.47,89.42,91.37,92.91,94.26,94.73,96.02,96.89,97.18
