country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Sweden,41.67,54.14,61.59,72.30,82.57,93.42,97.59,97.80,98.00,97.86,97.29,98.17,97.98,99.18,123.08,124.75
Switzerland,83.75,86.32,86.94,90.47,91.25,91.66,92.30,93.18,94.31,94.42,95.20,96.36,97.32,97.80,109.74,111.85
Syrian Arab Republic,7.81,10.98,14.95,21.27,27.67,32.14,36.70,37.11,37.94,39.82,33.54,37.41,41.60,46.52,58.26,63.84
Taiwan Province of China,26.42,34.26,33.94,47.07,58.37,69.83,88.70,95.11,97.46,98.39,98.75,99.23,99.61,99.71,139.62,140.57
Tajikistan,49.19,63.52,75.81,84.25,91.14,94.54,95.34,95.69,95.75,95.88,95.51,95.89,93.86,95.38,99.04,99.16
Thailand,8.74,10.71,13.27,16.69,23.33,27.99,36.12,42.22,47.14,55.34,66.70,75.05,78.16,86.92,90.88,93.45
The former Yugoslav Republic of Macedonia,17.31,30.03,45.02,59.31,71.68,81.26,87.30,90.71,92.78,94.23,95.21,95.08,94.87,97.18,97.99,98.22
Timor-Leste,2.16,2.28,2.73,3.16,5.06,11.22,17.18,28.61,42.49,47.85,50.71,57.53,64.24,69.63,74.45,78.76
Togo,1.86,3.12,8.33,9.76,12.80,20.26,28.14,27.96,23.99,25.72,29.97,34.63,43.60,43.54,48.59,56.47
Tonga,29.48,33.99,41.02,47.09,52.46,59.54,62.90,68.65,83.86,87.86,89.55,88.94,91.37,93.42,94.86,95.57
Trinidad and Tobago,19.91,25.37,31.42,38.12,44.09,48.53,50.20,60.90,74.48,82.66,84.28,90.96,91.94,96.86,98.52,98.65
Tunisia,0.58,4.05,6.59,13.05,25.06,36.10,36.39,39.61,47.96,52.15,57.38,76.22,93.07,94.11,96.65,97.92
Turkey,4.83,8.96,15.11,22.85,30.68,40.05,51.06,62.78,71.51,75.48,78.46,82.61,93.62,95.30,97.18,97.44
Turkmenistan,66.53,73.72,87.05,93.55,97.17,98.09,98.67,98.92,99.39,98.87,99.23,99.67,99.84,99.93,99.96,99.94
Uganda,5.30,4.53,6.19,7.72,10.94,14.32,17.12,18.75,20.56,21.40,25.19,28.87,35.45,35.91,41.79,47.47
Ukraine,30.51,41.16,69.33,87.83,95.81,98.45,99.21,99.44,99.47,99.66,99.10,99.37,99.80,99.94,99.98,99.78
United Arab Emirates,18.89,20.95,35.74,56.26,63.35,62.82,61.69,60.37,60.22,59.62,69.14,65.47,85.36,86.97,90.71,86.68
United Kingdom of Great Britain and Northern Ireland,99.26,99.33,99.39,99.45,99.54,99.60,99.62,99.64,99.63,99.70,99.75,99.90,99.74,99.96,126.23,127.79
United Republic of Tanzania,2.23,2.76,3.40,5.55,8.51,12.21,13.37,12.21,12.58,13.22,14.22,19.66,29.23,33.23,39.17,45.06
United States Virgin Islands,,,,,,,,,,,,,,,86.47,86.91
United States of America,80.09,84.50,88.53,91.52,93.57,94.32,94.56,94.67,94.63,94.43,94.61,95.93,96.29,97.54,122.82,123.93
Uruguay,15.13,21.10,27.77,35.08,41.59,48.51,52.87,54.00,57.47,60.65,60.07,62.73,65.91,67.79,72.80,75.92
Uzbekistan,,,,,,,,,,,,,,,98.86,98.81
Vanuatu,5.52,8.34,11.99,16.46,20.85,25.66,27.89,29.49,32.56,35.86,38.71,40.43,41.87,46.23,53.33,59.81
Venezuela (Bolivarian Republic of),19.67,23.76,30.05,37.42,44.49,50.79,55.84,60.80,65.22,68.33,71.97,76.66,81.05,83.89,86.52,88.68
Viet Nam,16.54,23.79,33.14,42.80,49.59,53.97,56.60,55.84,52.78,49.87,58.54,58.79,70.16,79.33,95.85,101.81
Western Africa,6.43,8.47,11.17,13.13,16.90,21.49,28.09,33.72,36.10,38.00,41.75,45.87,50.47,52.95,55.61,60.54
Western Asia,18.88,23.32,30.37,32.64,39.94,48.27,54.99,59.86,62.49,64.13,64.12,68.32,73.24,78.42,82.30,82.86
Western Europe,70.20,74.01,80.99,84.70,84.56,88.01,90.56,92.57,93.76,94.04,94.86,95.70,95.81,96.67,97.07,96.89
Western Sahara,,,,,,,,,,,,,,,35.90,44.56
World,31.64,33.92,39.99,44.67,50.09,55.44,60.73,64.36,66.05,67.66,68.55,71.31,73.80,75.67,77.67,79.91
Yemen,0.00,0.00,0.01,0.07,0.42,0.79,2.97,7.04,14.47,27.29,34.94,45.70,50.02,69.83,88.05,89.50
Zambia,37.92,39.63,41.22,42.70,44.02,44.92,46.21,46.63,48.39,49.69,50.33,49.69,52.21,47.10,51.03,54.20
Zimbabwe,13.25,17.43,22.16,27.23,33.02,38.36,46.08,64.64,77.37,76.52,76.15,74.52,74.24,70.51,72.29,74.46
