country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Namibia,0.05,0.17,0.51,1.67,2.28,2.98,3.51,3.97,3.71,3.34,3.20,3.22,6.33,3.17,3.69,4.22
Nepal,0.15,0.21,0.28,0.39,0.54,0.78,0.96,1.08,1.34,1.39,1.46,1.74,2.98,2.44,2.69,3.05
Netherlands,2.97,3.50,4.86,6.91,8.07,8.97,9.71,9.69,10.48,11.45,12.41,13.27,14.01,14.72,41.38,43.09
New Caledonia,7.04,7.41,8.95,11.80,13.82,16.36,16.93,17.10,17.96,18.70,21.10,28.05,24.31,26.86,27.33,28.36
New Zealand,5.43,7.94,10.99,14.43,17.93,25.10,26.57,26.94,27.61,28.55,29.03,30.08,46.87,32.99,66.83,70.93
Nicaragua,1.17,1.77,2.64,3.62,5.02,6.59,7.53,7.34,6.08,5.84,6.55,7.15,7.73,8.50,9.71,10.48
Niger,0.02,0.04,0.09,0.19,0.30,0.51,0.98,0.94,1.13,1.33,1.04,1.15,1.24,1.06,1.55,1.98
Nigeria,0.85,1.21,1.94,2.10,2.45,3.56,5.64,6.45,6.15,6.15,6.60,7.30,15.17,8.83,9.21,9.91
Northern Africa,1.82,2.42,3.22,4.58,6.27,7.05,7.94,8.56,9.11,9.82,10.82,12.86,14.28,20.42,18.58,20.97
Northern America,7.66,10.88,12.64,14.93,17.37,16.82,15.78,16.15,16.82,17.12,16.95,17.96,19.47,20.68,20.88,21.55
Northern Europe,6.05,7.27,8.54,10.04,11.80,13.15,13.77,14.35,15.18,17.33,18.60,19.94,29.44,22.30,22.89,24.26
Norway,4.80,6.32,8.15,9.83,10.62,11.67,11.62,12.00,13.49,14.56,15.01,15.59,37.57,17.07,35.20,38.33
Occupied Palestinian Territory,1.56,3.75,6.78,9.71,11.54,12.29,13.65,12.81,11.58,10.76,11.95,15.02,15.86,28.15,35.71,38.14
Oceania,4.14,5.93,7.68,9.92,12.02,14.70,15.23,15.46,16.32,17.84,18.76,20.47,28.58,23.93,19.03,19.78
Oman,0.39,0.71,1.39,2.49,3.64,4.11,4.38,4.75,4.95,6.28,15.48,7.95,9.02,9.74,10.25,11.37
Pakistan,2.01,2.48,3.03,3.82,4.36,4.67,5.19,5.95,6.49,7.13,6.67,7.32,8.05,12.24,10.28,12.16
Panama,1.42,2.13,3.00,4.28,5.47,7.15,8.15,8.05,8.16,8.69,8.98,9.92,10.87,12.45,33.53,35.78
Papua New Guinea,,,,,,,,,,,,,,,6.94,7.88
Paraguay,2.62,3.08,3.48,4.02,4.52,5.05,5.68,6.31,6.71,7.94,12.82,10.25,11.83,13.80,15.18,16.67
Peru,3.66,4.80,5.76,7.54,9.18,10.37,11.22,11.69,12.13,12.65,13.31,13.90,14.73,24.93,32.50,33.29
Philippines,6.49,6.09,6.59,7.73,9.32,9.65,11.02,11.87,12.11,13.42,14.53,15.84,17.20,20.30,20.68,22.75
Poland,1.65,2.60,2.99,3.83,4.20,3.93,4.16,4.44,5.22,7.11,9.49,10.45,17.46,13.13,26.09,27.30
Polynesia,2.88,4.06,5.90,8.95,10.89,10.75,11.11,10.81,11.08,12.36,12.95,15.43,15.95,17.02,18.25,19.04
Portugal,1.24,1.37,1.74,2.40,3.03,4.08,4.04,4.26,5.31,7.61,9.39,10.93,16.24,13.49,29.34,31.19
Puerto Rico,3.68,5.32,4.84,6.25,7.38,8.94,9.43,10.31,10.72,11.76,12.36,13.75,15.06,16.66,39.57,39.24
Qatar,3.96,6.25,8.86,11.33,13.22,17.49,16.12,14.34,12.38,10.49,8.76,8.72,8.09,8.31,9.40,11.07
Republic of Korea,2.33,2.63,2.82,3.05,3.51,4.36,5.92,7.84,9.24,10.66,12.31,13.16,13.54,15.02,53.99,55.33
Republic of Moldova,3.59,5.15,6.89,7.73,10.00,8.10,7.51,7.20,6.92,7.38,16.57,8.15,8.79,9.51,9.71,10.55
Reunion,1.96,2.85,3.71,4.13,4.75,4.97,4.51,4.53,5.26,6.97,7.59,17.10,8.49,9.51,9.76,10.47
Romania,2.82,3.52,4.68,6.10,8.27,8.02,6.70,6.60,6.66,7.63,10.03,11.18,21.11,13.53,27.93,29.14
Russian Federation,4.57,4.01,5.98,7.49,8.38,8.42,8.90,10.04,10.80,12.05,13.93,14.81,15.77,17.30,43.14,43.89
Rwanda,0.07,0.12,0.29,0.39,0.46,0.64,0.91,1.12,1.72,2.38,2.27,2.84,5.60,3.50,4.57,5.45
Saint Lucia,2.30,3.18,3.69,5.46,7.92,9.37,9.23,8.19,8.44,9.59,11.05,12.73,13.67,16.12,42.25,44.65
Saint Vincent and the Grenadines,3.31,4.76,6.06,7.87,9.32,10.13,10.21,8.35,8.00,9.22,9.42,10.35,11.70,12.60,13.98,14.86
Samoa,2.77,3.61,5.40,8.55,10.46,9.43,10.80,9.96,9.70,12.14,11.21,12.67,15.29,15.89,17.93,18.37
Sao Tome and Principe,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.68,0.86,1.16
Saudi Arabia,0.84,1.63,2.80,4.23,5.90,7.25,7.02,6.94,6.63,7.65,6.61,8.73,10.60,12.43,26.00,28.81
Senegal,0.21,0.39,0.59,0.80,1.26,1.51,1.50,1.46,1.46,1.43,1.53,1.93,6.07,2.93,3.67,4.56
Serbia,2.84,3.33,4.21,4.95,5.36,4.93,5.08,4.76,4.30,4.35,5.10,5.55,9.50,6.63,6.66,7.54
Seychelles,,,,,,,,,,,,,,,9.76,10.72
Sierra Leone,0.15,0.22,0.33,0.48,0.69,1.23,1.31,1.57,1.65,1.34,1.56,1.97,2.23,7.07,2.30,3.02
Singapore,3.84,7.09,12.24,15.79,20.17,24.66,29.36,38.06,51.81,62.54,68.14,70.19,71.44,72.65,73.02,72.11
Slovakia,3.53,4.61,4.87,6.17,6.52,6.80,6.95,6.97,7.10,7.71,9.49,10.37,20.13,13.08,25.64,27.09
Slovenia,1.19,1.71,2.31,2.85,3.31,3.83,3.97,4.57,4.92,5.94,6.67,7.37,22.33,9.37,18.84,20.99
Solomon Islands,1.11,1.60,1.90,2.60,3.56,4.77,4.96,4.64,5.19,4.43,5.07,8.56,5.84,5.87,6.94,7.80
Somalia,0.04,0.10,0.25,0.61,1.67,2.28,3.02,3.49,3.41,2.63,2.73,2.38,2.29,3.04,3.99,4.80
South Africa,1.89,2.34,2.55,2.84,2.83,2.91,3.16,3.32,3.60,3.29,2.78,3.04,3.70,3.72,8.27,9.25
South America,1.95,2.43,3.19,4.30,5.44,6.26,6.67,6.90,7.13,7.72,8.63,9.38,10.89,13.08,12.50,13.56
South Sudan,0.17,0.26,0.43,0.79,0.88,1.30,1.55,1.55,1.68,1.58,1.73,3.47,1.84,2.25,2.60,3.04
South-Eastern Asia,1.32,1.71,2.29,3.01,3.85,4.37,4.95,5.49,5.69,6.21,7.05,9.29,10.22,12.25,12.98,14.24
Southern Africa,1.74,2.17,2.39,2.75,2.80,2.95,3.24,3.51,3.83,3.61,3.24,3.52,4.39,4.19,4.76,5.38
Southern Asia,2.10,2.83,4.05,4.80,5.84,7.20,7.61,8.09,8.71,9.15,10.11,11.60,14.86,15.50,16.94,19.20
Southern Europe,2.15,2.78,3.62,4.63,5.65,6.39,6.91,7.22,8.17,9.78,10.93,12.05,16.79,13.24,14.11,15.34
Spain,3.58,4.43,6.08,8.17,9.93,11.31,12.64,14.04,16.23,18.82,19.42,20.33,24.38,21.72,46.98,49.69
Sri Lanka,4.07,4.53,5.88,8.27,8.86,9.50,10.70,12.41,13.66,16.26,20.61,21.17,23.85,27.20,28.28,31.00
Sudan,0.68,0.97,1.33,2.08,2.64,3.34,3.94,3.96,4.10,4.80,5.39,9.65,6.03,6.53,7.12,7.99
Suriname,4.32,5.78,6.94,7.38,5.90,5.94,5.77,5.03,4.95,4.74,4.98,5.18,6.94,4.97,5.50,6.39
Swaziland,0.13,0.33,0.74,1.20,3.00,3.85,4.25,5.42,6.00,4.46,4.45,5.08,3.24,4.23,4.65,5.02
Sweden,5.07,7.18,8.53,10.51,12.16,13.39,13.40,14.16,15.67,17.67,18.89,20.11,37.81,23.22,47.08,50.51
Switzerland,3.78,4.57,5.34,6.26,6.39,7.17,7.61,8.28,9.04,9.81,9.97,10.37,34.09,11.64,23.45,28.00
Syrian Arab Republic,0.86,1.30,1.89,3.32,4.16,4.84,5.40,5.52,5.05,5.26,9.92,4.50,5.16,5.79,13.42,14.89
Taiwan Province of China,3.78,5.10,4.97,6.97,9.95,11.59,12.59,14.78,18.01,21.50,23.56,25.99,28.19,32.03,71.73,74.04
Tajikistan,8.80,14.52,21.32,27.25,35.25,37.76,36.98,36.48,35.86,33.90,31.52,32.86,32.59,36.24,38.13,39.44
Thailand,1.09,1.50,2.05,2.78,4.10,5.27,6.66,7.44,7.61,9.26,11.90,14.39,15.62,20.14,21.50,23.57
The former Yugoslav Republic of Macedonia,1.03,1.86,2.59,3.79,4.59,3.40,3.08,3.03,2.25,2.49,2.88,10.91,3.53,3.94,3.93,4.47
