country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Tonga,3.97,5.60,8.57,11.43,15.03,17.77,19.98,21.67,22.79,23.44,27.20,32.13,34.09,39.66,45.00,50.28
Trinidad and Tobago,10.52,13.78,18.01,21.19,25.04,28.69,30.91,36.70,45.48,51.58,53.89,61.66,64.97,72.33,78.32,82.13
Tunisia,0.10,1.12,1.66,3.98,9.82,14.21,14.19,15.48,19.80,23.36,25.17,34.80,39.50,46.21,53.26,58.99
Turkey,2.57,4.80,8.09,12.14,16.05,20.70,25.39,28.67,32.25,37.02,43.19,47.37,55.71,58.66,63.00,65.99
Turkmenistan,33.35,40.92,60.08,71.93,81.42,83.93,86.96,89.05,90.75,90.50,91.99,93.28,94.12,94.72,95.14,95.31
Uganda,1.52,2.87,3.64,4.06,5.32,6.79,8.31,9.07,9.90,10.46,12.71,15.25,22.34,20.58,27.26,31.51
Ukraine,19.57,28.06,49.91,65.72,75.34,78.57,81.68,81.98,81.41,83.95,85.74,86.07,87.92,88.67,89.11,88.74
United Arab Emirates,13.35,16.85,28.93,47.73,52.07,49.49,45.98,44.14,42.24,40.39,48.53,46.46,63.16,66.80,72.00,70.49
United Kingdom of Great Britain and Northern Ireland,32.30,37.80,42.14,47.65,54.83,60.45,62.38,62.73,63.70,68.92,73.12,75.28,77.22,78.99,108.01,111.88
United Republic of Tanzania,0.53,0.58,0.70,1.22,1.99,2.90,2.95,2.95,3.18,3.21,3.72,5.62,11.77,11.16,13.86,16.75
United States Virgin Islands,,,,,,,,,,,,,,,76.46,76.50
United States of America,61.40,69.47,74.30,78.49,82.18,82.95,82.26,81.99,82.20,81.63,81.20,83.38,84.72,86.54,112.40,113.80
Uruguay,5.36,8.03,11.23,14.34,17.89,20.61,22.27,22.74,23.34,22.71,24.36,26.62,31.57,31.38,36.84,40.72
Uzbekistan,,,,,,,,,,,,,,,91.22,92.35
Vanuatu,2.32,3.71,5.58,7.87,10.22,12.68,13.95,14.78,16.24,17.22,19.31,21.06,21.54,25.63,31.74,37.87
Venezuela (Bolivarian Republic of),14.18,16.94,21.13,25.56,29.82,33.52,36.09,38.68,40.85,43.09,46.54,51.83,57.60,61.27,66.04,70.28
Viet Nam,5.14,7.15,10.88,14.53,15.55,16.17,16.02,15.75,16.19,16.36,22.13,28.77,33.91,42.28,60.10,68.32
Western Africa,2.97,4.06,5.70,6.74,8.84,11.54,15.66,19.42,21.44,23.26,26.25,29.37,36.06,34.59,36.38,40.05
Western Asia,13.11,16.25,21.59,22.25,26.73,32.59,36.51,37.25,37.43,39.54,41.58,46.22,52.64,57.74,62.28,63.92
Western Europe,43.92,49.73,58.03,64.06,65.03,68.63,70.63,72.65,74.85,75.97,77.00,78.25,84.40,79.82,81.64,83.14
Western Sahara,,,,,,,,,,,,,,,14.04,20.09
World,17.06,19.02,23.88,27.19,31.04,33.82,37.85,38.96,37.97,39.82,42.97,46.96,50.50,54.34,58.52,62.06
Yemen,0.00,0.00,0.01,0.07,0.41,0.77,2.88,6.83,14.04,26.48,33.91,44.37,49.97,67.83,85.52,86.90
Zambia,19.86,20.48,20.96,21.30,21.46,21.37,21.25,20.84,21.44,21.89,22.91,23.51,25.38,23.94,27.05,29.92
Zimbabwe,6.37,8.84,11.83,15.23,19.42,23.58,30.38,49.85,63.76,62.46,63.32,62.60,69.88,60.33,63.03,65.90
