country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
South Sudan,2.14,2.17,2.88,3.38,3.86,5.33,7.49,9.73,11.07,11.73,13.39,16.79,16.57,19.60,23.58,27.92
South-Eastern Asia,4.27,5.89,8.31,11.19,15.12,18.60,21.60,26.33,31.11,33.91,38.48,44.62,50.69,56.83,62.91,67.34
Southern Africa,10.29,13.14,14.25,16.38,17.27,18.54,21.93,25.56,32.38,37.83,40.37,44.94,51.51,52.21,58.84,63.06
Southern Asia,5.32,6.92,9.56,11.60,14.29,17.72,19.96,21.82,24.14,27.15,30.84,36.48,40.78,47.65,55.28,61.85
Southern Europe,11.60,15.13,19.49,24.48,32.46,40.83,47.31,51.54,55.68,60.91,65.72,70.81,75.12,77.74,81.63,83.77
Spain,8.53,10.29,14.12,19.26,25.35,32.93,40.23,46.57,52.10,57.88,61.24,63.65,63.83,67.40,101.67,106.59
Sri Lanka,11.67,15.13,19.83,25.46,29.43,30.63,32.21,35.69,39.60,46.48,52.19,56.75,62.94,68.06,72.26,75.77
Sudan,1.46,2.15,3.07,4.41,5.97,8.52,12.02,14.86,16.76,19.37,22.79,27.08,27.00,30.31,34.07,38.26
Suriname,6.01,8.11,10.79,13.82,13.46,15.24,17.36,18.84,21.26,22.47,27.66,32.15,40.28,41.71,47.26,51.94
Swaziland,0.62,1.27,2.40,3.69,6.94,9.93,12.89,16.31,20.75,23.47,24.65,24.73,22.80,26.69,29.72,32.78
Sweden,31.90,42.40,49.29,58.06,63.25,68.67,74.18,78.75,81.91,82.00,81.40,83.27,86.08,85.94,116.57,119.82
Switzerland,45.20,52.58,59.09,65.88,69.44,71.77,73.81,75.71,77.90,78.54,79.36,81.99,88.58,85.87,101.43,104.18
Syrian Arab Republic,2.85,4.04,5.69,8.46,11.80,14.00,16.34,17.75,19.16,21.38,20.55,21.71,25.80,30.28,43.44,49.09
Taiwan Province of China,10.30,14.08,15.27,22.58,33.04,43.77,54.62,65.67,77.96,84.30,87.67,91.25,94.14,95.66,133.13,134.69
Tajikistan,14.68,25.48,39.22,52.51,64.32,73.53,77.90,80.30,80.58,80.52,76.19,77.82,75.57,79.59,84.87,86.77
Thailand,2.84,3.89,5.36,7.41,12.21,15.73,21.22,25.79,28.86,34.82,44.62,53.55,57.95,66.85,71.93,75.40
The former Yugoslav Republic of Macedonia,8.22,15.68,25.41,36.18,47.07,50.03,54.79,60.79,60.12,58.18,67.57,78.57,81.87,86.10,89.12,90.60
