country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Oceania,3.757,4.013,4.062,3.635,3.362,2.755,2.582,2.522,2.505,2.444,2.445,2.540,2.463,2.305,2.078,2.024
Oman,7.252,7.250,7.253,7.282,7.439,7.916,8.049,7.344,6.045,4.634,3.526,2.886,2.943,2.900,2.765,2.567
Pakistan,6.800,6.800,6.800,6.800,6.806,6.793,6.674,6.512,6.196,5.642,5.005,4.493,4.162,3.759,3.543,3.341
Panama,5.673,5.792,5.851,5.532,4.888,4.145,3.672,3.280,2.966,2.810,2.706,2.635,2.613,2.480,2.336,2.174
Papua New Guinea,,,,,,,,,,,,,,,3.112,2.816
Paraguay,6.498,6.509,6.465,6.126,5.482,5.126,5.107,4.812,4.370,3.902,3.326,2.910,2.662,2.589,2.486,2.367
Peru,6.948,6.959,6.885,6.592,6.085,5.440,4.800,4.245,3.673,3.107,2.724,2.655,2.484,2.286,2.140,2.011
Philippines,7.427,7.290,7.014,6.540,5.950,5.438,4.932,4.516,4.227,3.909,3.647,3.438,3.128,2.869,2.676,2.519
Poland,3.662,3.435,2.797,2.371,2.259,2.260,2.300,2.182,1.945,1.508,1.277,1.323,1.339,1.421,1.463,1.455
Polynesia,6.637,6.783,6.803,6.613,5.972,5.233,4.751,4.380,3.996,3.589,3.347,3.184,3.056,2.781,2.646,2.592
Portugal,3.124,3.128,3.189,3.141,2.864,2.599,2.059,1.638,1.522,1.460,1.461,1.374,1.290,1.373,1.407,1.447
Puerto Rico,5.068,4.885,4.460,3.625,3.081,2.861,2.590,2.345,2.311,2.192,1.937,1.714,1.532,1.244,0.958,1.041
Qatar,6.554,6.615,6.672,6.657,6.335,5.891,5.208,4.549,3.845,3.424,3.021,2.360,1.985,1.842,1.665,1.554
Republic of Korea,5.994,6.137,5.595,4.679,4.060,3.021,2.377,1.630,1.659,1.539,1.243,1.151,1.229,1.057,0.842,0.922
Republic of Moldova,3.497,3.454,3.040,2.627,2.562,2.444,2.496,2.655,2.196,1.705,1.484,1.598,1.698,1.831,1.832,1.642
Reunion,6.977,6.634,6.538,5.746,4.120,3.384,2.857,2.569,2.480,2.303,2.448,2.447,2.395,2.391,2.417,2.150
Romania,3.063,2.715,2.097,2.801,2.573,2.548,2.257,2.305,1.559,1.315,1.293,1.498,1.517,1.714,1.777,1.602
Russian Federation,2.915,2.733,2.393,2.072,2.039,1.978,2.002,2.128,1.608,1.271,1.297,1.441,1.699,1.659,1.553,1.493
Rwanda,7.984,8.137,8.195,8.204,8.231,8.237,8.058,7.392,6.621,6.176,5.753,5.086,4.279,4.020,3.759,3.503
Saint Lucia,5.878,6.857,6.872,6.488,5.825,5.196,4.344,3.687,3.202,2.631,1.952,1.606,1.510,1.448,1.454,1.477
Saint Vincent and the Grenadines,7.304,7.347,7.119,6.570,5.666,4.539,3.669,2.960,2.804,2.503,2.216,2.098,2.117,1.954,1.856,1.788
Samoa,7.478,7.628,7.651,7.605,7.170,6.380,5.664,5.180,4.887,4.673,4.438,4.431,4.564,4.193,3.918,3.677
