country,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025
Puerto Rico,66.88,66.77,74.35,81.39,86.68,90.28,93.20,94.81,95.11,96.03,96.66,97.96,98.71,99.20,119.64,119.01
Qatar,13.92,20.81,29.48,39.61,48.94,59.38,66.31,70.70,72.82,72.97,74.14,75.06,73.58,73.86,76.67,81.73
Republic of Korea,59.80,66.31,77.59,86.37,93.80,97.24,98.51,99.23,99.62,99.77,99.83,99.88,99.89,99.94,127.72,128.26
Republic of Moldova,77.75,88.51,93.56,96.88,98.86,99.35,99.46,99.44,99.41,99.61,99.39,99.34,99.73,99.84,99.89,99.79
Reunion,37.96,50.20,61.68,67.29,75.28,82.06,85.66,89.19,92.11,94.82,96.54,97.87,98.44,98.79,99.03,98.66
Romania,96.72,93.41,95.83,97.86,98.72,98.97,98.94,98.91,99.12,98.86,98.36,98.58,98.29,98.94,119.38,120.36
Russian Federation,99.10,98.81,99.22,99.44,99.69,99.73,99.72,99.70,99.67,99.66,99.61,99.58,99.55,99.52,121.90,122.65
Rwanda,1.27,1.74,2.53,3.57,4.39,4.79,5.34,8.51,15.00,22.33,24.62,31.23,35.03,43.95,49.41,56.20
Saint Lucia,52.49,63.10,69.11,78.33,84.68,89.88,93.11,94.77,95.93,96.88,97.49,97.05,97.85,95.81,118.68,120.07
Saint Vincent and the Grenadines,64.64,74.49,80.98,86.52,90.70,93.39,94.71,95.43,95.44,96.88,96.77,97.56,98.72,99.34,99.65,99.17
Samoa,91.85,93.42,94.63,95.52,96.24,96.88,97.50,98.01,98.32,98.71,98.49,98.43,99.16,99.51,99.72,99.44
Sao Tome and Principe,0.60,1.74,4.70,7.50,12.23,21.26,31.67,38.78,42.65,44.64,50.75,51.56,58.54,67.76,73.50,77.96
Saudi Arabia,7.75,13.12,20.32,29.14,42.04,50.79,58.64,67.69,72.21,75.54,79.45,86.89,88.90,94.67,108.74,110.58
Senegal,4.12,5.68,8.10,11.20,15.88,20.53,23.17,24.89,26.78,28.33,29.64,33.63,35.90,42.28,47.93,54.31
Serbia,65.29,71.72,86.87,93.70,96.97,97.70,98.01,98.54,98.79,98.89,98.73,98.53,98.54,97.88,99.46,99.34
Seychelles,,,,,,,,,,,,,,,99.01,98.65
Sierra Leone,2.49,3.57,5.06,7.13,9.93,15.97,17.86,23.93,26.29,28.08,28.60,33.79,49.21,64.78,73.78,83.98
Singapore,27.47,34.78,41.87,54.37,69.46,80.15,85.23,90.14,94.17,97.12,98.66,99.03,99.37,99.49,99.71,99.41
Slovakia,100.00,100.00,100.00,99.99,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,116.36,117.40
Slovenia,99.48,99.56,99.63,99.67,99.72,99.74,99.77,99.80,99.78,99.81,99.77,99.80,99.84,99.86,112.91,114.24
Solomon Islands,14.03,17.84,22.33,27.89,36.36,44.62,52.14,58.16,64.25,67.88,68.27,72.46,71.45,67.09,67.96,70.10
Somalia,2.37,3.39,4.68,6.44,8.43,10.94,14.44,18.32,22.11,21.16,22.54,18.80,21.26,25.83,31.28,37.38
South Africa,35.72,41.97,45.36,50.08,53.03,57.18,63.72,70.20,78.09,84.47,89.03,90.73,93.69,92.63,101.62,102.79
South America,40.53,43.27,47.08,52.16,59.07,66.12,72.04,75.97,78.98,82.39,85.86,89.01,91.96,92.92,94.39,95.32
South Sudan,8.33,8.27,9.19,10.04,11.12,12.79,15.19,17.74,20.28,22.93,26.61,30.60,35.81,40.57,45.68,50.77
South-Eastern Asia,34.46,40.13,47.44,56.08,64.51,71.83,76.09,80.02,83.97,85.97,87.98,88.80,90.64,91.74,92.94,93.67
Southern Africa,32.58,38.37,41.75,47.04,50.54,54.99,61.65,68.56,76.80,82.87,87.05,89.26,92.15,91.29,94.87,95.33
Southern Asia,17.83,20.59,24.68,28.16,32.79,38.38,42.44,45.90,49.64,54.27,59.93,66.81,71.76,77.25,82.48,86.19
Southern Europe,64.63,69.70,76.30,82.60,88.11,91.19,93.81,95.69,96.90,97.53,97.94,98.17,98.40,98.52,98.93,98.77
