Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Germany,69.064073,69.644878,69.79922,69.914073,70.435561,70.410366,70.521585,70.731732,70.378463,70.228805,70.447195,70.676756,70.906707,71.112805,71.418927,71.259244,71.71222,72.307317,72.290415,72.630171,72.800317,73.04022,73.333146,73.622146,74.072293,74.189098,74.396829,74.807024,74.998732,75.191537,75.085634,75.319512,75.819512,75.870732,76.270732,76.421951,76.673171,77.073171,77.47561,77.726829,77.926829,78.329268,78.229268,78.380488,78.680488,78.931707,79.131707,79.534146,79.736585,79.836585,79.987805,80.436585,80.539024,80.490244,81.090244,80.641463,80.990244,80.992683,80.892683,81.292683,81.041463,80.790244,80.608049
Ghana,46.942,47.127,47.335,47.476,47.637,47.689,47.708,47.734,47.758,47.895,47.888,47.949,48.274,48.577,48.918,49.323,49.732,50.079,50.461,50.787,51.059,51.313,51.425,51.78,52.232,52.732,53.276,53.818,54.396,54.936,55.395,55.722,56.055,56.286,56.234,56.662,56.957,57.241,57.525,57.835,58.139,58.403,58.709,59.014,59.316,59.638,59.975,60.282,60.578,60.928,61.297,61.617,61.995,62.397,62.832,63.175,63.522,63.829,64.138,64.455,64.309,64.286,65.246
Gibraltar,70.209,70.165,70.174,70.249,70.438,70.755,71.178,71.54,71.709,71.812,71.888,72.103,72.356,72.707,73.053,73.322,73.443,73.479,73.512,73.585,73.755,73.999,74.325,74.613,74.935,75.232,75.557,75.871,76.18,76.474,76.814,77.118,77.412,77.722,78.052,78.345,78.696,79.097,79.477,79.812,80.145,80.419,80.59,80.713,80.856,80.991,81.103,81.269,81.541,81.807,82.08,82.333,82.527,82.586,82.644,82.668,82.741,82.858,83.028,83.183,83.07,80.274,83.517
Greece,70.434317,70.283024,70.22461,70.563976,70.458171,71.391683,71.800512,71.307,71.403732,71.978878,72.68078,72.867171,72.656244,72.905927,73.394366,73.401171,73.679122,73.680341,74.363171,74.592829,74.506561,74.915683,75.202683,75.480415,75.75761,76.095049,76.48822,76.055854,76.948195,76.687805,76.939024,77.136585,77.382927,77.390244,77.639024,77.585366,77.685366,78.136585,77.839024,77.987805,77.887805,78.387805,78.641463,78.841463,79.039024,79.239024,79.439024,79.439024,79.939024,80.187805,80.387805,80.731707,80.634146,81.285366,81.385366,81.036585,81.387805,81.287805,81.787805,81.639024,81.287805,80.082927,80.787805
Greenland,58.552244,59.426122,60.029122,60.453537,60.908366,61.42139,61.801829,62.336341,62.759634,63.12161,63.115659,63.053976,62.797366,62.447488,62.025512,61.832024,61.805829,61.839878,63.414634,63.954878,63.449756,63.074878,63.192683,63.3,63.466585,63.833659,64.24878,64.654146,64.582439,64.667561,65.068293,65.031707,65.196098,65.585366,65.900976,65.644146,65.767317,65.798049,66.157073,66.497561,66.099024,66.196585,66.611707,67.181707,67.726341,68.235122,68.616585,69.048293,69.37,69.779512,70.080732,70.264878,70.546341,70.838537,71.060976,71.479024,71.838537,71.932195,71.967561,71.94439,71.850732,71.813902,71.540488
Grenada,63.144,63.553,63.752,63.783,64.199,64.78,65.649,66.46,66.912,66.975,66.856,66.874,67.151,67.557,67.884,68.004,67.949,67.869,67.856,67.941,68.117,68.348,68.597,64.333,69.095,69.338,69.574,69.808,70.045,70.289,70.546,70.823,71.125,71.45,71.78,72.094,72.373,72.6,72.762,72.873,72.955,73.034,73.142,73.291,72.447,73.7,73.93,74.159,74.374,74.567,74.731,74.861,74.961,75.022,75.045,75.037,75.01,74.977,74.957,74.971,75.019,74.522,75.151
Guam,62.882,63.226,63.349,63.833,64.104,64.367,64.639,64.916,65.201,65.499,65.811,66.064,66.469,66.93,67.532,68.011,68.275,69.024,69.57,70.116,70.674,71.18,71.681,72.141,72.589,73.07,73.324,73.468,73.429,73.503,73.455,73.518,73.632,74.004,74.344,74.511,74.638,74.7,74.753,74.789,74.894,75.195,75.506,75.885,76.114,76.427,76.477,76.397,76.233,76.141,76.095,76.153,76.237,76.361,76.423,76.444,76.449,76.463,76.561,76.645,75.529,75.434,77.102
Guatemala,45.76,46.12,46.492,46.622,47.055,47.185,47.511,47.727,47.758,47.521,48.507,50.276,51.817,52.848,53.023,52.832,47.617,55.184,56.412,56.6,55.297,54.709,48.863,57.913,59.074,59.788,60.341,60.991,61.538,61.745,61.767,61.926,61.992,62.442,63.026,63.662,64.54,65.249,65.969,66.634,67.102,67.436,67.835,68.204,68.245,68.167,68.79,69.299,69.493,69.676,69.885,70.321,70.722,70.878,70.942,70.915,71.215,71.583,71.496,71.639,69.971,67.858,71.206
Guinea,36.623,36.816,36.997,37.196,37.415,37.653,37.959,38.224,38.501,38.824,39.06,39.372,39.683,39.937,40.229,40.606,41.028,41.409,41.882,42.343,42.842,43.33,43.863,44.226,44.858,45.31,45.719,46.107,46.478,46.86,47.252,47.781,48.266,48.819,49.188,49.836,50.546,51.113,51.61,51.987,52.42,52.669,53.2,53.589,53.975,54.422,54.875,55.233,55.703,56.052,56.431,56.778,57.117,57.459,57.581,57.899,58.49,58.715,59.043,59.379,59.35,59.373,60.432
Guinea-Bissau,37.554,37.788,38.032,35.644,35.807,35.92,36.083,36.344,36.672,36.959,37.258,37.538,37.82,38.17,41.613,41.934,42.253,42.578,42.908,43.239,43.57,43.926,44.293,44.6,44.943,45.266,45.523,45.844,46.279,46.614,46.89,47.201,47.518,47.84,47.775,48.531,48.772,48.033,48.123,48.492,50.565,51.054,51.608,52.186,52.8,52.949,54.089,54.87,55.3,56.297,56.999,57.663,58.27,58.879,59.476,60.071,60.619,61.148,61.652,62.161,61.343,61.653,63.605
Guyana,57.51,57.912,58.303,58.644,58.958,59.137,59.329,59.53,59.69,59.835,59.961,60.068,60.133,60.211,60.305,60.375,60.449,60.558,60.646,60.735,60.808,60.91,61.01,61.157,61.255,61.379,61.521,61.698,61.849,62.054,62.254,62.463,62.816,63.016,63.007,62.668,62.691,62.879,63.429,63.772,64.075,64.38,64.183,64.117,64.214,64.392,64.848,65.462,65.721,66.03,66.204,66.469,66.443,66.71,67.334,67.719,68.069,68.543,68.829,69.067,67.751,64.323,69.888
Haiti,43.44,43.825,44.196,42.724,44.928,45.371,45.565,46.135,46.522,46.903,47.265,47.619,47.884,48.194,48.458,48.72,48.972,49.226,49.484,49.749,49.971,50.31,50.626,50.946,51.254,51.583,51.874,52.245,52.554,52.88,53.215,53.524,54.041,54.478,54.731,55.582,56.111,56.675,57.137,57.692,58.175,58.591,59.041,59.44,58.517,60.318,60.74,61.09,61.28,61.694,45.577,61.581,62.273,62.624,62.969,63.224,63.325,63.832,64.077,64.328,63.773,62.613,63.948
Heavily indebted poor countries (HIPC),40.799038,41.114809,41.693417,41.931846,42.269363,42.600484,42.718001,43.360105,43.681765,43.97317,44.286788,44.435617,44.246888,44.814686,44.892006,45.263825,45.907538,46.268849,46.424913,46.774531,47.196742,47.445199,47.627193,46.614105,46.580946,46.990668,47.850876,49.090908,49.3839,49.631428,49.672768,49.639772,49.885667,50.533544,50.31623,51.116609,51.259992,51.593235,51.685482,52.165427,53.002671,53.534886,54.057768,54.6076,55.151291,55.777381,56.573823,57.24593,57.855562,58.239204,58.732457,59.230075,60.085465,60.628228,61.040281,61.561794,62.003808,62.315196,62.798544,63.0898,63.072632,62.531374,63.840446
High income,68.336473,68.70926,68.663908,68.945032,69.385162,69.448312,69.653209,69.972922,69.836495,69.897467,70.202545,70.504525,70.710901,70.863948,71.200916,71.392551,71.610441,71.927976,72.059928,72.325521,72.341234,72.687391,73.032088,73.107774,73.296953,73.466652,73.872248,74.108694,74.213602,74.377917,74.473873,74.582387,74.609194,74.438243,74.630026,74.718827,75.182957,75.571682,75.798357,75.819228,76.041814,76.314766,76.439457,76.548364,76.989967,77.109725,77.542323,77.863148,78.052875,78.405013,78.595699,78.921154,79.075365,79.312725,79.565425,79.524375,79.724372,79.853841,79.966802,80.199426,79.204312,78.799988,79.430974
Honduras,47.149,47.71,48.647,49.385,50.197,50.863,51.588,52.331,53.041,53.712,54.36,55.012,55.689,54.565,52.519,57.523,58.151,58.704,59.248,59.829,60.388,61.033,61.688,62.408,62.819,63.223,63.651,64.066,64.393,64.782,65.183,65.584,65.908,66.074,66.523,66.919,67.263,67.542,62.432,68.005,68.302,68.491,68.714,68.874,69.05,69.198,69.364,69.539,69.657,69.823,69.77,70.116,70.46,70.765,71.032,71.323,71.615,71.805,72.001,72.124,70.864,69.492,72.715
"Hong Kong SAR, China",65.697122,66.441659,66.910463,67.645171,68.219098,68.866805,69.265854,69.827854,70.217024,70.627171,70.934683,71.468049,71.450976,72.090244,72.597805,73.362195,72.789024,73.349268,73.540732,73.663171,74.653415,75.349024,75.438537,75.286341,76.009512,76.429268,76.68439,76.897805,77.083415,77.02878,77.370732,77.872927,77.673415,78.016098,78.543659,78.67878,79.627561,80.112195,80.106829,80.372683,80.873171,81.419268,81.452195,81.343415,81.799268,81.609024,82.384878,82.366829,82.340488,82.775122,82.957561,83.411951,83.450244,83.83122,83.93561,84.252683,84.211463,84.69561,84.869756,85.155854,85.496341,85.532683,83.660976
Hungary,68.003171,68.936098,67.865854,68.874146,69.380976,69.07122,69.822439,69.407073,69.230244,69.314634,69.164634,69.052439,69.664634,69.518049,69.248049,69.29,69.573171,69.848049,69.393902,69.615366,69.061707,69.139268,69.357805,68.973659,69.025854,68.972195,69.173415,69.65122,70.023415,69.461707,69.31561,69.377073,69.117073,69.10122,69.469756,69.791707,70.32878,70.702439,70.557805,70.677073,71.246341,72.24878,72.34878,72.3,72.64878,72.64878,73.097561,73.15122,73.702439,73.904878,74.207317,74.858537,75.063415,75.565854,75.763415,75.568293,76.063415,75.817073,76.065854,76.319512,75.419512,74.065854,75.868293
IBRD only,45.922232,48.618886,52.517686,53.047016,53.520724,53.227673,53.919898,54.432445,55.135353,55.589581,56.052323,56.643848,57.08443,57.691511,58.210144,58.780743,59.116178,59.849559,60.325813,60.814177,61.214715,61.653051,62.104928,62.572274,62.982063,63.392027,63.86722,64.224298,64.533707,64.890618,65.108272,65.475125,65.724173,65.975442,66.256073,66.632248,67.025304,67.396741,67.72444,67.967326,68.286965,68.584714,68.904376,69.172756,69.3984,69.826517,70.150124,70.514245,70.762446,71.160213,71.50218,71.827033,72.16367,72.463347,72.750965,73.032849,73.259231,73.485761,73.794944,74.031272,73.295136,71.974203,74.251262
IDA & IBRD total,45.347942,47.655263,50.968326,51.4612,51.952973,51.752745,52.414189,52.913603,53.58081,54.020161,54.309223,54.369381,55.400562,55.973655,56.425122,56.918361,57.289658,57.958131,58.395243,58.89941,59.308244,59.713724,60.113602,60.443484,60.783299,61.150758,61.611194,61.99926,62.264554,62.59476,62.772716,62.991218,63.254057,63.50286,63.726538,64.077186,64.399336,64.73243,65.000591,65.28739,65.656096,65.96676,66.293684,66.586902,66.823831,67.224732,67.601487,67.966084,68.183506,68.587113,68.925838,69.234884,69.573311,69.868648,70.120447,70.371709,70.614039,70.830885,71.153007,71.393924,70.748828,69.667917,71.677582
IDA blend,42.543125,43.119033,43.975047,44.560082,45.185534,45.688687,46.384658,46.607802,47.502404,48.02901,48.783853,47.673053,49.823966,50.234603,50.640711,51.081647,51.688386,52.147823,52.562537,53.000967,53.551714,53.99797,54.352161,54.609944,54.802146,54.920044,54.93852,55.007397,55.03753,55.088193,54.966497,54.835389,54.783651,54.760376,54.664233,54.645905,54.617097,54.653435,54.896799,55.224966,55.599272,55.889906,56.270236,56.635913,57.029456,56.998929,57.70162,58.060091,58.414305,58.750784,59.051513,59.364406,59.630564,59.868573,60.099868,60.294495,60.576166,60.818393,61.074054,61.325997,60.818007,60.876536,62.128864
IDA only,42.62332,43.095126,43.57626,43.798187,44.381344,44.523955,44.989441,45.565622,45.926949,46.262758,45.201693,42.26539,46.757315,47.236304,47.331908,47.410559,47.979219,48.401058,48.687867,49.432982,49.921725,50.180743,50.366139,49.971032,50.055917,50.396896,51.100979,51.950341,52.173375,52.598348,52.811036,52.454921,53.124674,53.678726,53.915306,54.490602,54.776322,55.228917,55.356594,56.036507,56.842046,57.408199,57.925342,58.487874,58.870211,59.535449,60.17957,60.730607,60.897943,61.53493,62.044345,62.433752,62.960075,63.385773,63.608211,63.882118,64.310141,64.609859,65.17289,65.582869,65.411479,64.876463,66.360061
IDA total,42.59808,43.102654,43.701935,44.038516,44.635241,44.892,45.430713,45.89545,46.425818,46.822526,46.338705,43.986116,47.735497,48.19418,48.390927,48.58914,49.174517,49.613701,49.946715,50.596698,51.115373,51.447663,51.696393,51.523549,51.648159,51.919514,52.397816,52.98737,53.14878,53.449394,53.550822,53.275158,53.697197,54.052045,54.173904,54.544271,54.721238,55.029592,55.197135,55.75476,56.40988,56.879126,57.348191,57.841756,58.227142,58.648275,59.312096,59.793989,60.02481,60.553949,60.987611,61.348574,61.782417,62.141109,62.36685,62.61355,62.991951,63.273695,63.730931,64.08854,63.802275,63.47738,64.88229
Iceland,74.040073,73.503415,73.721951,73.042927,73.541707,73.86878,73.300488,73.783171,74.005854,73.776341,73.933902,73.570488,74.455854,74.450976,74.511707,75.57878,76.972195,76.373659,76.649268,76.773171,76.846585,76.521463,77.037805,76.84561,77.576585,77.602439,77.990732,77.339024,77.082927,78.140976,78.036341,77.991951,78.760244,78.934634,79.247073,77.98439,78.777805,78.885366,79.602439,79.35122,79.653659,80.690244,80.502439,80.963415,80.997561,81.502439,81.158537,81.453659,81.609756,81.75122,81.897561,82.358537,82.917073,82.060976,82.860976,82.468293,82.204878,82.660976,82.860976,83.163415,83.063415,83.165854,82.119512
India,45.61,45.824,46.133,46.458,46.742,45.558,45.884,46.184,47.925,48.26,48.585,48.902,49.213,49.642,50.259,50.761,51.302,51.822,52.42,53.014,53.593,54.173,54.735,55.283,55.813,56.324,56.819,57.291,57.744,58.196,58.618,59.032,59.445,59.823,60.237,60.63,61.027,61.439,61.852,62.284,62.749,63.158,63.649,64.086,64.484,64.939,65.373,65.803,66.247,66.7,67.162,67.623,68.076,68.499,68.932,69.326,69.709,70.068,70.415,70.746,70.156,67.282,71.698
Indonesia,46.835,47.385,48.141,48.742,49.44,42.762,48.406,51.309,51.888,52.588,53.254,53.823,54.364,54.916,55.443,55.998,56.445,57.09,57.607,58.18,58.701,59.096,59.7,60.343,60.891,61.387,61.736,62.087,62.386,62.883,63.249,63.703,64.182,64.851,65.041,65.263,65.465,65.774,65.942,66.001,66.292,66.583,66.954,67.134,65.521,67.531,67.664,67.914,68.085,68.267,68.364,68.629,68.862,69.064,69.292,69.52,69.733,69.953,70.08,70.349,68.817,67.452,70.925
"Iran, Islamic Rep.",43.297,43.9,43.769,45.105,45.735,46.372,47.072,47.803,47.946,49.382,50.222,51.12,51.729,52.944,53.862,54.819,55.771,56.66,56.042,58.453,58.369,56.625,57.633,58.518,60.875,61.537,62.136,62.685,63.255,65.314,64.066,66.233,66.653,67.037,67.49,67.904,68.328,68.649,69.214,69.686,70.166,70.619,71.112,70.464,72.04,72.446,72.895,73.299,73.683,74.041,74.39,74.721,75.039,75.349,75.635,75.907,76.155,76.396,76.621,76.855,74.141,73.752,76.799
Iraq,51.462,52.339,53.482,54.36,55.245,56.387,57.321,58.422,58.969,59.64,60.532,61.333,61.816,62.344,60.995,61.434,63.569,63.896,64.175,64.417,60.916,58.652,58.977,59.287,59.544,59.8,60.031,60.259,56.692,57.501,57.587,61.338,65.344,65.31,65.027,64.761,64.618,64.241,64.405,64.532,64.86,65.292,65.724,64.834,64.634,64.899,64.029,64.428,66.465,67.834,68.092,68.435,68.827,69.047,69.679,69.977,68.683,69.788,71.116,71.245,69.651,70.704,72.037
Ireland,70.194268,69.678293,69.991049,70.230098,70.489927,70.695,70.216951,71.245366,70.941,70.852829,70.901561,71.675854,71.021756,71.239976,71.175561,71.753049,71.85661,71.99739,71.996317,72.268024,72.595415,72.95178,73.209049,73.240098,73.663732,73.621902,73.665537,74.431902,74.439415,74.45522,74.846073,75.025,75.415098,75.292195,75.786634,75.469317,75.831707,75.985366,76.180488,76.082927,76.536585,77.134146,77.634146,78.139024,78.539024,78.943902,79.241463,79.641463,80.095122,80.190244,80.743902,80.746341,80.846341,80.94878,81.34878,81.453659,81.653659,82.156098,82.204878,82.702439,82.456098,82.253659,82.509756
Isle of Man,64.557,64.425,64.397,64.458,64.666,64.922,65.18,65.409,65.542,65.626,65.724,65.841,65.991,66.238,66.478,66.76,67.051,67.357,67.689,68.071,68.446,68.811,69.142,69.457,69.754,70.02,70.34,70.685,71.057,71.406,71.8,72.183,72.544,72.822,73.14,73.371,73.634,73.9,74.204,74.469,74.842,75.289,75.785,76.319,76.876,77.453,77.971,78.451,78.899,79.303,79.613,79.836,80.007,80.12,80.199,80.267,80.391,80.506,80.614,80.74,80.591,80.42,80.956
Israel,,72.006585,72.112195,,,,72.28561,71.509756,71.056585,70.970488,71.213415,71.719024,71.078049,71.693415,71.661707,72.045122,72.956098,72.958537,73.207317,73.507317,73.87561,74.260976,74.109756,74.458537,74.807317,75.207317,74.956098,75.258537,74.436585,76.307317,76.607317,76.758537,76.504878,77.153659,77.402439,77.45122,78.104878,78.0,78.14878,78.658537,78.953659,79.407317,79.45122,79.64878,80.146341,80.15122,80.553659,80.504878,80.95122,81.404878,81.602439,81.656098,81.704878,82.056098,82.153659,82.05122,82.407317,82.55122,82.802439,82.804878,82.64878,82.5,82.7
Italy,69.123902,69.760244,69.149756,69.248049,70.311707,70.171707,70.926098,70.956585,70.78,70.811951,71.55878,71.806829,72.075366,72.026341,72.73439,72.647317,72.991951,73.364634,73.693171,74.002683,73.943171,74.353902,74.814634,74.640244,75.389512,75.470732,75.770732,76.219512,76.370732,76.819512,76.970732,77.019512,77.419512,77.721951,77.921951,78.170732,78.521951,78.82439,78.97561,79.42439,79.778049,80.126829,80.229268,79.982927,80.780488,80.782927,81.282927,81.434146,81.485366,81.636585,82.036585,82.187805,82.239024,82.690244,83.090244,82.543902,83.243902,82.946341,83.346341,83.497561,82.195122,82.646341,82.7
Jamaica,63.828,64.257,64.619,64.999,65.347,65.663,65.928,66.086,66.319,66.516,66.731,66.997,67.304,67.607,67.913,68.168,68.412,68.586,68.739,68.813,68.992,69.12,69.253,69.546,69.809,70.101,70.446,70.87,71.161,71.512,71.705,71.787,71.816,71.758,71.624,71.488,71.328,71.216,71.17,71.189,71.281,71.287,71.478,71.585,71.542,71.493,71.395,71.405,71.502,71.717,71.979,72.245,72.405,72.435,72.357,72.214,72.052,71.879,71.606,71.532,71.452,69.085,71.481
Japan,67.69561,68.351951,68.634878,69.712439,70.206585,70.266829,70.915854,71.466098,71.610976,71.858049,71.919756,72.809024,73.153659,73.295122,73.672195,74.247073,74.686585,75.255854,75.584634,76.10878,75.989024,76.394878,76.873659,76.921951,77.29122,77.560488,78.010488,78.429512,78.349756,78.768537,78.837073,79.036829,79.080244,79.303659,79.696829,79.536098,80.219756,80.424146,80.501463,80.460976,81.076098,81.416341,81.690732,81.76,82.030244,81.955122,82.321951,82.507073,82.587561,82.931463,82.842683,82.59122,83.096098,83.331951,83.587805,83.793902,83.984878,84.099756,84.210976,84.356341,84.56,84.44561,83.996341
Jordan,52.678,53.68,54.633,55.489,56.456,57.317,57.762,58.97,59.767,60.504,59.833,61.772,62.477,63.065,63.611,64.148,64.654,65.127,65.602,66.049,66.493,66.92,67.36,67.778,68.206,68.587,68.962,69.297,69.605,69.865,70.094,70.24,70.4,70.568,70.738,70.915,71.105,71.324,71.521,71.737,71.926,72.141,72.359,72.585,72.788,72.977,73.225,73.407,73.563,73.707,73.797,73.929,74.087,74.282,74.606,75.06,75.55,76.071,76.491,76.865,75.583,74.204,77.088
Kazakhstan,57.946,58.169,58.392,58.612,58.83,59.042,59.247,59.446,59.643,59.843,60.049,60.262,60.48,60.697,60.908,61.11,61.301,61.517,61.765,62.072,62.516,62.996,63.586,64.224,64.839,65.376,65.788,65.996,66.032,65.915,65.701,65.379,64.978,64.538,64.108,63.717,63.455,63.318,63.349,63.528,63.793,64.108,64.441,64.753,65.04,65.356,65.722,66.18,66.759,67.46,68.257,69.108,69.939,70.719,71.415,72.024,72.549,72.996,73.369,73.658,71.195,70.131,73.503
Kenya,48.477,49.33,50.104,50.758,51.323,51.886,52.383,52.796,53.302,53.734,54.143,54.543,55.013,55.5,56.039,56.62,57.153,57.684,58.234,58.691,59.175,59.562,59.904,60.342,60.611,60.856,60.818,60.721,60.32,59.99,58.334,57.826,57.095,56.668,56.101,55.856,55.575,55.478,55.568,55.866,56.084,56.501,56.759,57.369,57.947,58.51,59.059,59.407,59.955,60.483,60.915,61.283,61.537,61.729,61.99,62.279,62.526,62.725,62.825,62.939,61.596,61.225,63.549
Kiribati,47.958,48.468,49.042,49.688,50.356,51.028,51.736,52.454,53.129,53.763,54.38,54.934,55.313,55.79,56.102,56.358,56.562,56.057,56.924,57.106,57.303,57.525,57.773,58.05,58.357,58.719,59.118,59.576,60.055,60.539,61.018,61.502,61.968,62.406,62.797,63.146,63.47,63.797,64.1,64.393,64.674,64.918,65.123,65.287,65.416,65.517,65.601,65.677,65.746,65.808,65.859,65.896,65.908,65.898,65.869,65.831,65.799,65.787,65.807,65.866,65.205,64.148,66.269
"Korea, Dem. People's Rep.",55.814,56.408,56.998,57.578,58.17,58.785,59.423,60.087,60.757,61.411,62.049,62.663,63.254,63.816,64.335,64.831,65.325,65.811,66.292,66.748,67.208,67.657,68.09,68.503,68.881,69.231,69.541,69.767,70.052,70.269,70.484,70.717,71.009,70.794,70.472,60.766,60.82,60.869,60.887,60.91,60.911,60.893,60.877,69.399,69.294,69.168,69.061,69.021,69.303,69.702,70.246,70.772,71.317,71.867,72.451,72.825,72.971,73.034,73.02,72.928,72.783,73.437,73.641
"Korea, Rep.",53.797561,54.476854,55.054951,55.025463,55.392244,55.864585,55.522976,60.928732,60.943268,61.482902,62.163415,62.612195,63.009756,63.407317,63.804878,64.153659,64.502439,64.9,65.197561,65.546341,66.046341,66.546341,67.095122,67.546341,68.195122,68.795122,69.446341,69.997561,70.54878,71.04878,71.597561,72.046341,72.497561,72.997561,73.397561,73.7,74.15122,74.602439,75.004878,75.409756,75.909756,76.412195,76.765854,77.214634,77.665854,78.168293,78.668293,79.119512,79.517073,79.968293,80.117073,80.568293,80.819512,81.270732,81.721951,82.02439,82.27561,82.626829,82.626829,83.226829,83.426829,83.526829,82.680488
Kosovo,48.702,49.883,48.378,50.098,51.119,52.003,52.472,53.051,53.606,53.392,54.002,55.128,55.122,55.914,56.376,57.311,57.54,58.403,58.828,59.095,60.297,60.372,60.074,61.002,61.459,61.216,62.537,63.568,64.214,65.234,66.508,66.456,67.381,67.945,68.595,68.782,69.359,69.862,68.58,58.265,71.321,71.782,72.227,72.678,73.132,73.437,73.63,74.422,74.711,74.79,74.609,75.323,75.75,76.336,76.179,76.024,76.748,77.105,77.117,77.249,74.212,74.981,77.623
Kuwait,59.203341,60.235,61.259512,62.269415,63.256707,64.217488,65.148268,66.031,66.846049,67.57478,68.202049,68.714732,69.119805,69.443976,69.713951,69.955024,70.201439,70.468415,70.765415,71.094317,71.455488,71.849317,72.271683,72.713707,73.165561,73.62039,74.070341,74.510537,74.928268,75.303634,73.417146,73.907244,76.00239,76.051488,76.032829,75.979756,75.925049,75.907146,75.964293,76.077951,76.225878,76.384341,76.531634,76.644561,76.727683,76.80078,76.887683,77.010171,77.189049,77.433366,77.72622,78.052244,78.395024,78.741805,79.080341,79.376561,79.677585,79.916073,80.106366,81.969756,78.760976,78.736585,80.587805
Kyrgyz Republic,55.028585,55.334122,55.641756,55.932585,56.22,56.519049,56.82739,57.155951,57.448098,57.75478,58.018634,58.32178,58.645829,58.98978,59.343756,59.618195,59.884268,60.149976,60.48478,60.86622,61.30722,61.623976,62.042561,62.112341,62.620244,63.427,64.439951,65.141634,65.003707,67.907317,68.297561,68.55122,68.102439,67.192683,66.039024,65.790244,66.543902,66.892683,67.05122,68.656098,68.558537,68.707317,68.156098,68.256098,68.153659,67.956098,67.695122,67.895122,68.45122,69.102439,69.3,69.602439,70.002439,70.202439,70.402439,70.65122,70.95122,71.2,71.4,71.6,71.8,71.9,72.04878
Lao PDR,41.036,41.344,42.272,41.544,41.859,42.222,42.347,42.869,43.183,43.46,43.776,44.122,44.416,44.728,45.886,46.15,46.012,46.408,46.832,47.46,48.56,49.237,49.931,50.485,51.014,51.579,52.144,52.597,53.077,53.589,54.035,54.7,55.098,55.583,55.81,56.344,56.821,57.302,57.549,57.866,58.317,58.887,59.302,59.643,60.08,60.688,61.074,61.694,62.248,63.023,63.69,64.505,65.126,65.723,66.35,66.688,67.014,67.345,67.594,67.911,68.339,67.807,68.715
Late-demographic dividend,43.905183,48.292087,54.856926,55.433715,55.996295,56.445217,56.936134,57.394438,57.816347,58.360134,58.976475,59.65197,60.155138,60.920973,61.44838,62.131777,62.40152,63.301115,63.79734,64.252061,64.67179,65.161083,65.596719,66.011544,66.337648,66.680812,67.185454,67.508297,67.787092,68.050722,68.243114,68.553205,68.77013,68.961271,69.204056,69.521033,69.994202,70.403576,70.769458,70.998862,71.285308,71.627493,71.927572,72.34204,72.622309,73.007214,73.381736,73.774928,73.925263,74.34816,74.710821,74.999996,75.299365,75.579049,75.823989,76.076233,76.2929,76.417434,76.778149,76.997961,76.693564,76.306014,76.954326
Latin America & Caribbean,55.077314,55.576697,56.010257,56.414378,56.846419,57.28976,57.808424,58.228399,58.551217,58.843198,58.90238,59.734202,60.165575,60.625093,61.040332,61.596793,61.948869,62.539022,62.960664,63.301841,63.64934,64.06183,64.378189,64.922324,65.286614,65.477207,66.118843,66.466929,66.826741,67.17155,67.506605,67.823804,68.09094,68.426294,68.800293,69.186004,69.565852,69.962222,70.159743,70.548916,70.869141,71.150546,71.5629,71.878308,72.203823,72.563814,72.833227,73.05933,73.25614,73.442262,73.409323,73.924892,74.164394,74.380977,74.560835,74.743222,74.677485,74.831809,75.052717,75.20426,73.188937,71.814176,74.64721
Latin America & Caribbean (excluding high income),54.359002,54.881072,55.315029,55.711419,56.153294,56.579619,57.072408,57.481682,57.804509,58.106721,58.114686,59.003386,59.44213,59.913041,60.318693,60.870483,61.199315,61.804868,62.234738,62.576201,62.9362,63.356278,63.674095,64.231606,64.616034,64.806132,65.472562,65.837145,66.222038,66.599653,66.935174,67.253063,67.544663,67.898596,68.309893,68.706562,69.105998,69.497864,69.703409,70.132758,70.452518,70.814328,71.160377,71.547762,71.856326,72.229381,72.523865,72.747822,73.000401,73.184543,73.119031,73.688563,73.949906,74.169347,74.377052,74.555396,74.530646,74.700653,74.890673,75.051352,72.875922,71.437702,74.489726
Latin America & the Caribbean (IDA & IBRD countries),54.623709,55.136302,55.567555,55.995316,56.423632,56.866241,57.387557,57.810722,58.139028,58.434391,58.481775,59.329134,59.768313,60.235876,60.651749,61.213219,61.567606,62.167846,62.596504,62.943942,63.297621,63.721292,64.04223,64.603601,64.984973,65.195271,65.855315,66.216416,66.590229,66.955798,67.298043,67.621113,67.901276,68.249892,68.630618,69.025436,69.407955,69.805018,70.003467,70.394157,70.71841,70.995237,71.408107,71.719941,72.058559,72.427592,72.702949,72.933772,73.133811,73.324824,73.284038,73.811257,74.053143,74.272652,74.464203,74.65059,74.589479,74.76141,74.976098,75.131971,73.074749,71.744927,74.568429
