Country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Norway,73.549756,73.550488,73.448049,73.077561,73.595854,73.723171,73.995366,74.066585,73.941951,73.663415,74.088049,74.179268,74.344634,74.442195,74.753659,74.817561,75.039512,75.386829,75.418537,75.413902,75.671707,75.869024,76.010976,76.066829,76.22439,75.916829,76.24122,76.081707,76.220488,76.500488,76.537317,76.980732,77.18439,77.151707,77.689756,77.736585,78.150488,78.142683,78.329268,78.282927,78.634146,78.785366,78.987805,79.390244,79.841463,80.041463,80.343902,80.395122,80.592683,80.795122,80.997561,81.295122,81.45122,81.75122,82.1,82.304878,82.407317,82.609756,82.758537,82.958537,83.209756,83.163415,82.509756
OECD members,67.214676,67.623916,67.634731,67.83223,68.240833,68.363627,68.582205,69.025105,68.891403,69.038512,69.336599,69.636453,69.918418,70.095205,70.497363,70.813052,71.119541,71.535213,71.722608,72.087876,72.15226,72.518555,72.868509,73.004621,73.297708,73.346233,73.69566,73.98286,74.128402,74.375088,74.538567,74.72157,74.980315,75.082957,75.371606,75.47229,75.847521,76.179186,76.384927,76.49444,76.819517,77.120747,77.283361,77.426036,77.826141,77.953987,78.250135,78.472945,78.614633,78.867059,79.047301,79.268594,79.429886,79.624928,79.876652,79.761948,79.891423,79.931058,80.028171,80.245066,78.958005,78.588551,79.521255
Oman,35.429,36.386,37.413,38.498,39.628,40.791,41.975,43.177,44.395,45.624,46.64,47.868,48.717,49.964,51.228,52.511,54.448,55.524,57.037,58.328,59.601,60.802,62.049,63.192,64.272,65.281,66.168,66.979,67.718,68.393,69.012,69.584,70.114,70.608,71.072,71.56,72.023,72.463,72.882,73.276,73.643,73.979,74.276,74.521,74.82,75.07,75.354,75.596,76.124,76.631,77.184,77.74,78.187,78.633,79.03,79.346,79.581,79.748,79.864,79.946,77.763,75.969,77.911
Other small states,57.324601,57.75776,58.174163,58.115562,58.603792,59.330054,59.535935,59.774951,59.95377,60.147189,60.521476,60.74532,60.976837,61.338075,59.846756,60.348872,60.633372,60.779653,60.748617,61.074882,61.901347,62.156949,62.590935,62.763713,63.225622,63.478204,63.819949,64.252504,64.404986,65.130828,65.024712,65.026192,64.988565,64.969484,64.755629,64.84493,65.197046,65.194639,65.025216,65.105307,66.438537,66.61295,66.810599,67.007308,67.224969,67.557484,67.831096,68.16999,68.579827,69.0687,69.566525,69.937344,70.392032,70.804079,71.099816,71.479583,71.774569,72.123766,72.421785,72.657012,72.50971,71.769972,72.904925
Pacific island small states,54.932769,55.473919,56.06334,56.634743,56.817463,57.882215,58.28112,58.583216,59.075324,59.270778,59.723845,60.090541,60.339254,60.217118,60.761058,60.957356,61.715384,62.145143,62.63615,62.558034,62.796823,62.912655,63.047205,63.534502,63.816152,64.279802,64.270021,64.613993,65.111785,65.42187,65.40797,65.712647,65.818431,65.980921,66.217504,66.396276,66.55803,66.680721,66.876507,66.999002,66.891483,67.016724,66.758482,66.95993,67.103817,67.233279,67.357705,67.366838,67.574731,67.452793,67.905917,68.022281,67.666053,68.005463,68.037613,68.11661,68.285651,68.519288,68.582589,68.642158,68.356811,67.481021,69.100435
Pakistan,44.101,44.956,45.85,46.761,47.831,48.495,49.797,50.763,51.624,52.316,52.943,49.002,53.824,54.09,54.266,54.722,55.069,55.482,56.072,56.614,57.199,57.764,58.291,58.663,58.921,59.075,59.167,59.222,59.36,59.528,59.728,59.864,59.983,60.083,60.197,60.273,60.466,60.623,61.134,61.54,61.903,62.241,62.556,62.834,63.097,62.416,63.624,63.807,64.002,64.206,64.378,64.659,64.883,65.129,65.374,65.641,65.943,66.223,66.481,66.729,65.701,65.773,67.417
Palau,54.853,55.092,55.378,55.567,55.795,55.938,56.212,56.54,56.886,57.253,57.674,58.108,58.557,59.024,59.492,59.998,60.469,60.899,61.294,61.616,61.909,62.142,62.333,62.477,62.638,62.72,62.752,62.771,62.779,62.777,62.79,62.849,62.926,62.98,63.104,63.255,63.455,63.707,63.951,64.23,64.499,64.8,65.076,65.446,65.816,66.219,66.633,67.113,67.562,67.99,68.347,68.638,68.863,68.981,69.062,69.07,69.046,69.019,68.989,68.982,68.689,68.563,68.922
Panama,60.278,60.914,61.428,61.814,62.101,62.337,62.629,62.887,63.242,63.66,64.068,64.666,65.183,65.783,66.552,67.243,67.794,68.252,68.687,69.09,69.451,69.79,69.9,70.133,70.403,70.544,70.669,70.811,70.945,70.137,71.266,71.331,71.461,71.805,71.943,71.994,72.199,72.541,72.785,73.124,73.443,73.82,74.195,74.567,74.845,75.16,75.429,75.675,75.937,76.228,76.417,76.659,76.877,77.129,77.365,77.583,77.772,77.901,78.266,78.514,76.33,77.004,79.324
Papua New Guinea,45.805,46.425,46.706,47.674,48.295,48.927,49.566,50.247,50.884,51.523,52.144,52.593,53.25,53.853,54.441,54.984,55.53,56.05,56.523,56.967,57.391,57.76,58.075,58.294,58.583,58.804,59.017,59.232,59.381,59.598,59.778,59.94,60.26,60.466,60.726,60.929,61.071,61.27,60.435,61.505,61.609,61.647,61.643,61.741,61.795,61.868,62.018,62.211,62.511,62.772,63.056,63.382,63.639,63.927,64.198,64.473,64.7,64.923,65.114,65.331,65.075,64.358,65.274
Paraguay,60.197,60.517,60.816,61.101,61.368,61.606,61.832,62.025,62.208,62.385,62.554,62.726,62.89,63.059,63.231,63.435,63.654,63.86,64.078,64.298,64.553,64.811,65.076,65.293,65.609,65.893,66.172,66.454,66.71,66.922,67.341,67.676,67.961,68.234,68.504,68.778,69.05,69.284,69.507,69.774,70.026,70.281,70.539,70.795,71.054,71.317,71.584,71.817,72.047,72.282,72.551,72.787,73.105,73.292,73.415,73.454,73.487,73.45,73.627,73.668,72.72,68.108,72.319
Peru,50.597,51.192,51.532,52.597,53.302,53.871,54.4,54.893,55.384,55.816,47.728,56.493,56.989,57.333,57.769,58.205,58.57,58.895,59.261,59.624,59.982,60.325,60.559,60.764,61.066,61.71,62.154,62.544,62.995,63.405,63.979,64.248,65.031,65.732,66.544,67.22,67.85,68.324,68.724,69.302,69.821,70.315,70.815,71.278,71.447,71.988,72.337,72.746,72.743,72.631,72.886,73.327,73.979,74.591,75.26,75.732,75.951,75.958,76.018,76.275,73.832,71.596,76.834
Philippines,59.175,59.469,59.755,60.018,60.13,60.41,60.623,60.804,60.917,60.981,60.827,61.065,60.911,60.741,60.816,60.904,60.869,61.431,61.531,61.727,61.884,61.942,62.175,62.349,62.426,62.735,62.875,63.299,63.711,64.105,64.382,64.622,65.353,65.661,66.0,66.311,66.691,66.994,67.212,67.503,67.789,67.829,67.886,68.049,68.301,68.423,68.172,68.549,68.643,68.631,68.883,69.096,69.237,69.283,69.311,69.45,69.49,69.966,69.761,69.68,70.097,66.675,69.472
Poland,67.680488,67.778049,67.426829,68.37561,68.629268,69.429268,69.826829,69.42439,70.219512,69.719512,69.868293,69.612195,70.665854,70.663415,71.117073,70.560976,70.656098,70.402439,70.35122,70.75122,70.097561,71.05122,71.102439,71.0,70.8,70.54878,70.84878,70.897561,71.331707,71.043902,70.890244,70.587805,71.090244,71.595122,71.695122,71.892683,72.246341,72.646341,72.997561,73.043902,73.74878,74.2,74.497561,74.597561,74.846341,74.995122,75.143902,75.243902,75.543902,75.695122,76.246341,76.695122,76.746341,77.0,77.602439,77.45122,77.85122,77.753659,77.602439,77.904878,76.4,75.35122,77.156098
Portugal,64.007463,62.666512,64.181024,64.78839,64.98339,65.960463,65.487659,66.334073,66.678195,66.278171,67.073171,66.770732,68.32439,67.52439,68.019512,68.309756,68.860976,70.012195,70.317073,71.168293,71.214634,71.614634,72.414634,72.265854,72.514634,72.814634,73.265854,73.665854,73.714634,74.265854,73.965854,74.014634,74.312195,74.512195,74.914634,75.312195,75.260976,75.412195,75.712195,75.963415,76.314634,76.814634,77.065854,77.219512,77.670732,78.070732,78.419512,78.321951,78.52439,78.726829,79.026829,80.470732,80.373171,80.721951,81.121951,81.12439,81.12439,81.42439,81.32439,81.67561,81.329268,81.378049,81.631707
Post-demographic dividend,68.83992,69.268828,69.270349,69.444967,69.889975,69.965568,70.141754,70.585971,70.398918,70.551923,70.848513,71.139497,71.354132,71.509503,71.869233,72.15531,72.414906,72.804373,72.942237,73.27671,73.318994,73.651847,73.975073,74.073519,74.358352,74.49754,74.760339,75.038322,75.13544,75.364553,75.473992,75.609076,75.716615,75.723152,76.031241,76.073463,76.436549,76.775555,76.969845,77.092735,77.351376,77.63407,77.771843,77.887348,78.307069,78.410884,78.72915,78.980517,79.145624,79.468404,79.678541,79.944382,80.088711,80.273442,80.539045,80.4401,80.611241,80.665055,80.744283,80.970085,80.065879,79.795524,80.197788
Pre-demographic dividend,39.887215,40.155741,40.716132,41.064191,41.370308,41.697283,42.07781,42.200093,42.782609,43.123277,43.710224,44.104568,44.345172,45.018075,45.449039,45.843189,46.466862,46.950685,47.217268,47.536574,47.686085,47.842415,48.005133,47.850251,47.720967,47.931821,48.526042,48.533712,48.493676,48.943522,48.934444,48.850682,49.026146,49.580356,50.016857,50.13156,50.155688,50.404201,50.329142,51.038722,51.751548,52.252157,52.742397,53.293904,53.800018,54.365984,54.971925,55.550768,56.135741,56.509339,57.121998,57.311853,58.015346,58.450363,58.608659,58.936267,59.236356,59.540235,60.207472,60.556801,60.501207,60.275251,61.383288
Puerto Rico (US),68.627,68.528,68.863,68.727,68.242,69.289,70.223,70.699,70.566,70.511,70.352,71.084,70.813,70.949,71.324,71.963,72.08,72.401,72.528,72.718,73.101,72.981,72.949,73.375,73.427,72.633,73.272,73.402,73.153,72.479,72.827,73.877,73.387,73.309,73.622,73.571,73.995,74.674,74.556,75.278,75.514,75.972,76.819,76.941,76.913,76.703,77.561,77.659,78.111,78.377,78.717,78.766,79.258,80.318,80.039,80.677,80.355,79.07,81.086,81.438,80.009,79.77,79.427
Qatar,57.773,58.502,59.226,59.96,60.7,61.441,62.171,62.884,63.577,64.246,64.889,65.49,66.07,66.629,67.165,67.679,68.172,68.639,69.083,69.507,69.915,70.313,70.704,71.089,71.465,71.831,72.184,72.52,72.836,73.131,73.405,73.654,73.876,74.071,74.245,74.404,74.558,74.713,74.872,75.048,75.25,75.486,75.766,76.097,76.484,76.909,77.323,77.741,78.262,78.837,79.444,79.994,80.499,80.974,81.395,81.785,82.147,82.458,82.714,82.945,80.409,81.083,81.857
Romania,65.860537,65.877146,65.255659,67.071707,67.845122,67.707268,68.897659,67.515951,67.560366,66.692073,67.482415,68.504146,68.470244,69.00561,69.499756,69.613902,69.69878,69.741951,69.480488,69.153171,69.090976,69.368293,69.531707,69.726341,69.65878,69.706829,69.496341,69.226829,69.388049,69.530732,69.74122,69.78439,69.78439,69.563415,69.509756,69.456098,69.104878,69.004878,69.807317,70.512195,71.163415,71.160976,71.009756,71.309756,71.560976,71.912195,72.163415,72.565854,72.565854,73.309756,73.458537,74.409756,74.412195,75.063415,74.909756,74.912195,75.209756,75.209756,75.358537,75.607317,74.253659,72.809756,75.153659
Russian Federation,67.526122,67.782732,67.698854,68.274585,68.714732,68.50639,68.585707,68.426902,68.315293,67.912268,68.133659,68.376585,68.308537,68.294634,68.320244,67.723902,67.487561,67.376341,67.390976,67.11439,67.033902,67.263902,67.806098,67.652683,67.202683,67.856829,69.389756,69.44,69.46439,69.171707,68.886098,68.47439,66.873171,64.935854,64.467073,64.690732,65.854146,66.69878,67.029756,65.982195,65.483659,65.383415,65.12878,65.027561,65.470976,65.529756,66.727561,67.586829,67.949268,68.684634,68.84122,69.683902,70.072195,70.57878,70.743659,71.183415,71.65122,72.451463,72.662195,73.083902,71.33878,69.900244,72.54561
Rwanda,47.022,47.458,47.802,43.998,48.131,48.203,48.084,47.987,47.731,47.437,47.116,46.755,46.343,45.944,45.566,45.324,45.312,45.579,46.165,47.087,48.122,49.216,50.188,50.944,51.445,51.704,51.706,51.465,50.914,49.485,47.763,46.243,44.397,42.937,12.158,41.518,42.486,41.978,43.099,45.749,47.798,49.49,51.262,53.529,55.52,56.968,58.342,59.504,60.641,61.813,62.804,63.476,64.189,64.651,65.088,65.419,65.733,66.14,66.354,66.691,66.953,66.85,67.528
Samoa,55.153,55.738,56.316,56.861,54.043,57.886,58.225,58.878,59.381,59.881,60.388,60.879,61.36,61.863,62.34,62.839,63.301,63.742,64.132,64.543,64.961,65.296,65.647,65.991,66.284,66.557,66.819,67.047,67.328,67.607,67.808,68.039,68.532,68.818,69.162,69.469,69.767,70.045,70.308,70.555,70.791,71.028,71.233,71.441,71.508,71.487,71.62,71.605,71.531,69.486,71.451,71.393,71.159,71.229,71.142,71.06,71.003,70.991,71.052,70.269,70.727,71.096,71.55
San Marino,73.197,73.375,73.531,73.586,73.658,73.723,73.839,73.946,74.062,74.171,74.269,74.404,74.592,74.787,75.052,75.251,75.431,75.643,75.889,76.122,76.371,76.584,76.808,77.011,77.162,77.27,77.377,77.453,77.544,77.647,77.783,77.944,78.133,78.373,78.67,79.031,79.332,79.677,79.918,80.2,80.504,80.803,81.061,81.33,81.592,81.926,82.258,82.605,82.894,83.224,83.464,83.713,83.943,84.175,84.394,84.596,84.775,84.933,85.095,85.257,82.65,83.539,85.708
Sao Tome and Principe,43.564,45.193,46.843,48.4,49.739,51.072,52.309,53.449,54.491,55.4,56.267,56.965,57.448,57.896,58.262,58.561,58.782,58.979,59.141,59.273,59.361,59.432,59.533,59.679,59.893,60.139,57.605,60.663,60.808,59.731,60.707,60.792,60.706,60.618,60.552,60.536,60.576,60.648,60.785,60.976,61.207,61.5,61.826,62.158,62.56,62.434,63.041,63.336,63.448,63.669,63.867,64.122,64.505,64.93,65.478,66.023,66.563,67.074,67.602,68.043,67.979,68.026,69.237
Saudi Arabia,45.31,45.88,46.469,47.086,47.732,48.436,49.187,49.994,50.857,51.773,52.729,53.727,54.742,55.765,56.785,57.78,58.782,59.749,60.685,61.518,62.444,63.252,64.008,64.719,65.391,66.027,66.648,67.242,67.814,68.359,68.874,69.341,69.799,70.208,70.587,70.944,71.288,71.624,71.957,72.29,72.607,72.951,73.296,73.657,74.027,74.4,74.762,75.066,75.301,75.447,75.616,75.808,76.09,76.517,77.116,77.776,78.354,78.721,78.75,78.313,77.596,77.089,77.31
Senegal,39.668,39.715,39.738,39.745,39.755,39.761,39.848,39.992,40.15,40.398,40.789,41.243,41.77,42.429,43.104,43.938,44.809,45.714,46.596,47.478,48.294,49.083,49.863,50.811,51.694,52.586,53.718,54.632,55.546,56.209,56.674,57.037,57.287,57.348,57.479,57.336,57.129,57.107,57.076,57.315,57.615,58.158,58.912,59.474,60.308,60.98,61.801,62.653,63.201,63.751,64.221,64.799,65.229,65.638,66.001,66.451,66.724,67.059,67.379,67.668,67.496,66.868,67.788
Serbia,65.589854,66.184195,66.923049,67.232878,67.879,68.601146,69.307073,69.970732,69.95478,69.909561,69.629293,69.614902,69.871634,70.381488,71.006293,71.493585,71.746854,71.664878,71.345683,71.084585,70.996976,71.044927,70.974463,71.032512,71.090878,71.363341,71.561829,71.775488,71.970049,72.258756,72.155268,71.876049,71.568829,71.794683,72.204024,72.615732,72.794854,72.828098,72.194878,69.927146,71.582927,72.234146,72.285366,72.436585,72.682927,72.834146,73.385366,73.631707,73.885366,73.985366,74.336585,74.536585,74.836585,75.185366,75.336585,75.287805,75.687805,75.539024,75.890244,75.936585,74.478049,72.780488,75.236585
Seychelles,60.531439,60.606122,60.688293,60.936756,61.196415,61.495098,61.727,62.103463,62.665951,63.281122,63.992244,64.65861,65.37039,65.966049,66.482878,66.91322,67.296707,67.67522,68.032073,68.344585,69.597561,70.187805,69.32439,70.382927,69.553659,69.697561,68.656098,68.236585,68.702439,67.970732,68.107317,70.712195,71.214634,69.468293,70.729268,72.482927,71.560976,71.212195,71.746341,72.668293,72.778049,73.253659,71.087805,71.029268,72.660976,72.131707,72.217073,73.143902,73.163415,73.082927,73.197561,72.72439,74.27561,73.119512,73.229268,74.295122,74.309756,74.3,72.841463,74.046341,77.236585,73.397561,73.702439
Sierra Leone,33.09,33.633,34.155,34.705,35.298,35.93,36.64,37.281,37.761,38.23,38.619,39.104,39.505,39.96,40.412,40.99,41.425,41.826,42.192,42.53,42.839,43.086,43.302,43.455,43.561,43.556,43.502,43.748,43.765,43.741,43.72,43.287,43.451,43.428,42.808,42.579,43.528,43.649,42.714,41.962,44.834,45.448,46.174,46.784,47.485,48.306,49.547,50.024,50.693,51.312,51.927,52.594,53.159,54.051,54.281,55.454,56.937,57.761,59.059,59.593,59.694,60.26,61.275
Singapore,65.562195,65.959707,66.372634,66.779537,67.002415,67.232854,67.547829,67.65239,67.98078,68.333976,68.724756,69.00022,69.163561,69.530463,69.894512,70.405512,70.747049,71.026122,71.283561,71.461756,72.190244,72.587805,72.687805,73.036585,73.290244,73.890244,74.246341,74.54878,74.697561,74.946341,75.295122,75.646341,75.946341,76.046341,76.197561,76.295122,76.595122,76.897561,77.3,77.55122,77.95122,78.25122,78.55122,79.039024,79.490244,79.990244,80.141463,80.441463,80.790244,81.241463,81.541463,81.743902,81.995122,82.246341,82.495122,82.743902,82.846341,83.095122,83.297561,83.595122,83.543902,83.092683,82.895122
Sint Maarten (Dutch part),66.351,66.678,67.054,67.467,67.782,68.048,68.505,69.024,69.551,70.208,70.856,71.309,71.729,72.061,72.243,72.308,72.276,72.133,71.971,71.839,71.79,71.864,72.01,72.146,72.28,72.385,72.436,72.435,72.456,72.441,72.414,72.384,72.402,72.462,72.597,72.849,73.188,73.551,73.9,74.222,74.409,74.525,74.585,74.588,74.618,74.681,74.779,74.812,74.852,74.796,74.821,74.868,75.125,75.391,75.735,75.899,75.952,75.455,75.693,75.68,75.002,74.505,76.18
Slovak Republic,70.26978,70.723902,70.270293,70.633415,71.019878,70.235268,70.377439,70.925585,70.436756,69.79539,69.712585,69.862561,70.29822,70.02139,70.178171,70.305049,70.463195,70.423122,70.426439,70.744732,70.408537,70.629268,70.689024,70.479024,70.750976,70.734634,71.02122,71.08878,71.207805,71.026341,70.932683,70.882927,71.795122,72.44878,72.3,72.253659,72.653659,72.704878,72.55122,72.902439,73.05122,73.402439,73.604878,73.604878,73.958537,73.904878,74.204878,74.207317,74.704878,74.909756,75.112195,75.958537,76.109756,76.412195,76.812195,76.563415,77.165854,77.165854,77.265854,77.665854,76.865854,74.614634,76.965854
Slovenia,68.978049,68.978049,68.978049,68.621951,68.663415,68.365854,69.012195,69.365854,68.917073,68.360976,68.609756,68.834146,69.058537,69.404878,70.160976,70.358537,70.307317,70.556098,70.702439,70.853659,71.104878,71.204878,71.053659,70.541463,70.902439,71.35122,71.802439,72.002439,72.446341,72.704878,73.204878,73.353659,73.304878,73.253659,73.404878,73.958537,74.458537,74.707317,74.807317,75.009756,75.412195,75.758537,76.007317,76.858537,77.207317,77.612195,78.086585,78.560976,78.765854,78.970732,79.421951,79.970732,80.12439,80.321951,81.078049,80.77561,81.17561,81.029268,81.378049,81.529268,80.531707,80.67561,81.282927
Small states,57.942843,58.370863,58.886099,59.013925,59.44252,60.082351,60.325055,60.56921,60.798269,60.990985,61.307696,61.523747,61.748526,62.001212,61.229805,61.608162,61.93577,62.125996,62.198646,62.439681,63.002302,63.208566,63.512851,63.689476,64.07857,64.327377,64.559063,64.903647,65.097956,65.627619,65.585574,65.662909,65.686299,65.726688,65.634468,65.72245,65.979028,66.018782,65.997932,66.124502,66.988102,67.17514,67.320533,67.51378,67.734465,68.018422,68.277368,68.576112,68.920819,69.27068,69.693312,70.001438,70.272596,70.615698,70.853615,71.124281,71.375985,71.655619,71.864074,72.000961,71.825555,70.775683,72.379468
Solomon Islands,47.683,48.336,49.037,49.815,50.583,51.406,52.256,53.059,54.142,55.099,56.061,57.015,57.913,58.777,59.611,58.404,61.153,61.528,62.536,63.134,63.669,64.077,64.456,64.771,65.049,65.288,64.718,65.683,65.866,66.051,66.194,66.357,66.471,66.558,66.661,66.717,66.739,66.768,66.89,67.001,67.116,67.237,67.35,67.479,67.628,67.79,67.968,67.845,68.336,68.397,68.669,68.824,68.961,69.007,68.984,69.323,69.501,69.652,69.806,69.981,69.258,68.89,70.409
"Somalia, Fed. Rep.",43.543,43.667,43.972,44.194,44.393,44.631,44.843,45.051,45.254,45.453,45.644,45.837,46.032,46.224,44.259,44.49,44.727,47.004,47.013,47.405,47.611,47.817,48.02,48.23,48.438,48.279,48.431,49.002,43.933,46.648,46.896,25.418,25.034,50.551,50.303,50.65,50.524,50.278,50.755,50.611,50.747,50.829,50.82,50.721,50.685,50.894,50.915,50.885,51.456,52.101,48.9,32.453,49.138,54.016,54.442,55.056,55.283,52.19,54.767,57.249,57.095,55.703,53.931
South Africa,52.575,53.067,53.566,53.895,54.215,54.427,54.731,54.955,55.191,55.44,55.681,56.02,56.377,56.72,57.11,57.591,58.0,58.48,58.991,59.472,59.961,60.445,60.936,61.393,61.837,62.195,62.421,62.694,62.902,63.017,62.942,62.983,62.839,62.618,62.069,61.603,61.079,60.538,59.912,59.19,58.368,57.161,55.58,54.245,53.963,53.914,54.22,54.948,55.982,57.413,58.886,60.602,61.737,62.388,63.184,64.053,64.749,65.422,65.726,66.071,65.15,62.01,65.454
South Asia,45.584759,45.878372,46.250376,46.538374,46.908112,45.838467,46.304775,46.625129,48.164833,48.49842,48.139239,46.684916,49.451027,49.856701,50.358816,50.917003,51.431214,51.930384,52.494378,53.063307,53.610755,54.156152,54.688318,55.208846,55.709594,56.169392,56.676301,57.127199,57.556282,57.967668,58.406615,58.549619,59.239323,59.639917,60.078436,60.487054,60.918848,61.368213,61.821542,62.294628,62.803631,63.262111,63.775198,64.24083,64.591161,65.131597,65.569102,65.989023,66.431412,66.841097,67.352507,67.810839,68.262962,68.685329,69.120856,69.511033,69.918471,70.290472,70.652357,70.997562,70.362221,67.82153,72.011573
South Asia (IDA & IBRD),45.584759,45.878372,46.250376,46.538374,46.908112,45.838467,46.304775,46.625129,48.164833,48.49842,48.139239,46.684916,49.451027,49.856701,50.358816,50.917003,51.431214,51.930384,52.494378,53.063307,53.610755,54.156152,54.688318,55.208846,55.709594,56.169392,56.676301,57.127199,57.556282,57.967668,58.406615,58.549619,59.239323,59.639917,60.078436,60.487054,60.918848,61.368213,61.821542,62.294628,62.803631,63.262111,63.775198,64.24083,64.591161,65.131597,65.569102,65.989023,66.431412,66.841097,67.352507,67.810839,68.262962,68.685329,69.120856,69.511033,69.918471,70.290472,70.652357,70.997562,70.362221,67.82153,72.011573
South Sudan,28.054,28.278,28.506,28.249,32.458,28.781,25.633,25.858,26.103,25.396,25.632,30.993,31.291,36.277,36.589,36.867,37.092,37.397,37.592,37.805,38.034,38.313,38.677,34.733,31.788,32.36,32.816,20.721,10.989,28.217,28.628,29.185,21.938,22.263,44.858,31.51,32.124,33.068,19.048,44.537,47.591,48.55,49.394,52.324,53.052,53.965,54.653,55.425,56.28,56.848,57.485,57.674,58.241,58.285,45.625,39.757,36.72,35.351,51.905,58.129,57.648,57.047,57.203
Spain,69.109268,69.480488,69.519024,69.68122,70.399756,70.809268,71.055122,71.252927,71.537805,71.057561,72.027317,71.630244,72.818049,72.610732,72.969756,73.31878,73.642683,74.131951,74.29561,74.81878,75.349268,75.528537,76.134146,75.909024,76.295366,76.259512,76.510488,76.728049,76.747073,76.813659,76.837561,76.97122,77.41,77.546585,77.901463,77.980732,78.120488,78.604146,78.665854,78.717073,78.965854,79.368293,79.568293,79.619512,79.870732,80.170732,80.821951,80.873171,81.17561,81.47561,81.626829,82.47561,82.426829,83.078049,83.229268,82.831707,83.329268,83.282927,83.431707,83.831707,82.231707,83.178049,83.134146
Sri Lanka,60.602,61.158,61.627,62.031,62.376,62.793,63.156,63.556,63.869,64.138,64.352,64.24,64.625,64.785,64.966,65.355,65.84,66.391,66.844,67.514,68.006,68.38,68.665,68.726,68.761,68.881,68.962,69.009,68.995,67.284,69.239,69.131,69.619,70.049,70.211,69.746,69.841,69.934,70.134,70.427,71.179,71.804,72.271,72.442,68.022,73.073,72.825,72.983,72.556,70.298,74.463,74.74,75.187,75.546,75.757,75.99,76.136,76.239,76.485,76.698,76.928,76.278,77.3
St. Kitts and Nevis,56.84,57.338,57.84,58.43,59.04,59.595,60.081,60.445,60.776,61.079,61.372,61.74,62.137,62.517,62.888,63.191,63.49,63.73,63.995,64.198,64.385,64.62,64.868,65.118,65.334,65.482,65.554,65.516,65.451,65.45,65.641,65.958,66.339,66.708,67.002,67.23,67.488,67.811,67.891,68.725,69.249,69.767,70.194,70.614,70.92,71.151,71.356,71.437,71.479,71.488,71.452,71.4,71.362,71.29,71.228,71.211,71.227,71.284,71.336,71.54,71.181,69.271,70.313
St. Lucia,57.865,59.095,59.877,60.538,61.339,61.924,62.533,63.161,63.749,64.026,64.29,64.492,64.645,64.573,65.419,65.909,66.198,66.957,67.38,67.364,67.801,68.688,68.977,69.987,70.522,70.308,70.229,69.671,69.736,70.028,70.008,70.309,70.734,71.05,71.076,71.172,70.963,70.778,70.68,70.692,70.779,71.367,71.707,72.188,72.453,72.544,72.794,72.86,72.963,72.946,72.768,72.962,72.86,72.687,72.676,72.932,72.552,72.522,72.655,72.249,72.308,69.119,72.67
St. Martin (French part),67.648,67.912,68.194,68.487,68.757,69.034,69.401,69.775,70.15,70.559,70.982,71.305,71.568,71.78,71.933,72.046,72.116,72.174,72.238,72.296,72.347,72.384,72.419,72.55,72.734,72.943,73.201,73.519,73.858,74.205,74.565,74.925,75.15,75.349,75.533,75.714,75.885,76.105,76.338,76.565,76.793,77.009,77.219,77.419,77.612,77.802,77.989,78.16,78.326,78.513,78.752,79.016,79.302,79.528,79.727,79.829,79.885,78.762,80.029,80.078,80.085,80.206,80.236
St. Vincent and the Grenadines,58.566,59.272,59.924,60.521,61.071,61.61,62.102,62.541,63.064,63.529,64.029,64.432,64.752,65.095,65.422,65.873,66.466,66.883,67.273,69.345,67.977,68.292,68.584,68.796,69.244,69.771,70.104,70.428,70.607,70.647,70.647,70.64,70.745,70.621,70.602,70.575,70.466,70.382,70.263,70.312,70.35,70.382,70.658,70.43,70.445,70.454,70.434,70.446,70.611,70.712,70.66,70.609,70.539,70.091,70.355,70.463,70.7,71.013,71.017,70.994,69.605,69.132,71.191
Sub-Saharan Africa,41.429889,41.728726,42.237588,42.51681,42.85109,43.116473,43.222888,43.543938,44.032027,44.30868,44.769477,45.090071,45.179659,45.736173,45.97325,46.325559,47.003648,47.427205,47.712008,48.155144,48.54305,48.820098,49.104209,48.38275,48.51192,48.807345,49.21391,49.888339,49.867935,50.151017,50.036253,49.93231,49.901019,50.182238,50.119896,50.494895,50.451436,50.623814,50.566048,51.007163,51.645245,51.987185,52.357394,52.827376,53.346461,53.89327,54.590126,55.263325,55.887314,56.367963,57.10706,57.473442,58.228119,58.71796,58.985572,59.398721,59.8121,60.158402,60.766728,61.129322,61.167527,60.703436,61.85718
Sub-Saharan Africa (IDA & IBRD countries),41.429889,41.728726,42.237588,42.51681,42.85109,43.116473,43.222888,43.543938,44.032027,44.30868,44.769477,45.090071,45.179659,45.736173,45.97325,46.325559,47.003648,47.427205,47.712008,48.155144,48.54305,48.820098,49.104209,48.38275,48.51192,48.807345,49.21391,49.888339,49.867935,50.151017,50.036253,49.93231,49.901019,50.182238,50.119896,50.494895,50.451436,50.623814,50.566048,51.007163,51.645245,51.987185,52.357394,52.827376,53.346461,53.89327,54.590126,55.263325,55.887314,56.367963,57.10706,57.473442,58.228119,58.71796,58.985572,59.398721,59.8121,60.158402,60.766728,61.129322,61.167527,60.703436,61.85718
