Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guyana,2.138166,2.108293,2.112755,2.418858,2.111084,2.468899,2.479884,2.462915,2.302684,2.183201,2.289741,2.283203,1.857316,1.667889,1.811885,1.867457,1.776466,1.760718,1.836867,1.634729,1.565155,1.532237,1.443505,1.446017,1.872002,2.020602,2.079876,2.26174,2.291032,2.272909,2.173157,2.152583,2.12623,2.122524,2.19499,1.949498,1.758445,2.123243,2.1276,2.165953,2.350598,2.457137,2.683414,2.63646,2.738028,2.734122,3.217087,3.21258,3.260414,3.458612,4.123688,4.072561,4.483732
Haiti,0.115121,0.114011,0.108603,0.112111,0.119797,0.118845,0.15603,0.159808,0.16407,0.15771,0.153015,0.13161,0.153017,0.165213,0.166875,0.16912,0.155016,0.163969,0.1721,0.172993,0.166549,0.159261,0.145252,0.120566,0.055824,0.148971,0.166149,0.190431,0.191536,0.196656,0.204151,0.204354,0.226717,0.221167,0.200982,0.201859,0.200878,0.232981,0.226981,0.219132,0.265105,0.296967,0.273949,0.291263,0.311214,0.332027,0.335287,0.331557,0.324538,0.323714,0.306345,0.299642,0.294629
Heavily indebted poor countries (HIPC),0.199741,0.198107,0.202075,0.237809,0.249795,0.224723,0.223653,0.203719,0.194488,0.186257,0.189397,0.186489,0.175495,0.18493,0.17669,0.176504,0.175885,0.174334,0.170228,0.169038,0.16578,0.157748,0.153698,0.152078,0.159065,0.162145,0.168686,0.178207,0.181356,0.180803,0.176444,0.181076,0.18432,0.186054,0.190634,0.194798,0.206131,0.21604,0.221109,0.227432,0.238879,0.253348,0.262553,0.266165,0.270645,0.285864,0.295907,0.300293,0.308247,0.314489,0.30216,0.319866,0.322431
High income,11.892428,11.675331,12.124804,12.698605,12.403305,12.00894,12.610623,12.772243,12.933332,13.118393,12.739422,12.333148,11.896054,11.818771,12.052396,12.069462,12.047815,12.250568,12.555561,12.60904,12.53356,12.392704,12.13701,11.975217,11.909222,11.94608,12.1513,12.182108,12.117918,12.153733,12.340204,12.314811,12.186714,12.382403,12.430963,12.415245,12.330207,12.38459,12.06531,11.29244,11.764818,11.629075,11.421656,11.378304,11.169829,11.072197,10.911158,10.850266,10.883507,10.610639,9.769841,10.312903,10.207883
Honduras,0.443885,0.430852,0.435719,0.465256,0.443346,0.463543,0.472308,0.497138,0.486869,0.499947,0.501238,0.463978,0.442844,0.494265,0.491422,0.430732,0.426555,0.459611,0.478283,0.516188,0.473929,0.463992,0.507339,0.517015,0.573841,0.658927,0.678952,0.678223,0.764801,0.754852,0.760181,0.871087,0.896055,0.966806,1.072709,0.948805,1.06403,1.106219,1.081436,0.997595,0.954257,1.111282,1.139359,1.138473,1.096168,1.171207,1.033968,0.974871,0.922264,1.021005,0.911297,1.007845,1.010209
"Hong Kong SAR, China",2.406289,2.364497,2.388932,2.342984,2.601307,2.525776,2.895662,3.309161,3.464574,3.067225,3.072564,3.229598,3.619356,4.219378,4.616944,4.754829,5.392897,5.342048,5.926914,6.02754,6.143273,6.692785,7.498095,7.53496,6.319183,6.274671,5.608919,5.302575,6.505922,6.893196,6.286722,6.233993,6.072167,6.613983,6.007459,6.312071,6.188068,6.424114,6.198856,6.474515,6.011745,6.389247,6.244248,6.433548,6.577813,6.068259,6.144454,5.969648,5.91191,5.794989,4.553121,4.658955,4.374049
Hungary,6.411131,6.552009,6.737094,7.177407,7.340773,7.43944,7.773366,8.103329,8.769411,8.626606,8.55268,8.436005,8.45912,8.124412,8.287487,8.297021,8.180243,8.298261,7.866843,7.738425,6.971793,6.596834,5.952056,6.054807,6.038631,6.038098,6.167533,6.054554,6.05921,6.116202,5.823374,5.988186,5.904589,6.187934,6.017475,6.068693,6.02497,5.881702,5.761837,5.158456,5.234618,5.158254,4.803524,4.537406,4.559344,4.852234,4.945319,5.257107,5.280693,5.312402,5.134431,5.293984,4.952934
IBRD only,2.077657,2.038524,2.102361,2.188886,2.227858,2.332638,2.405505,2.478209,2.60097,2.622308,2.616278,2.551729,2.564477,2.574786,2.621893,2.623986,2.672352,2.741996,2.781378,2.784642,2.844135,2.822656,2.746718,2.70782,2.668218,2.745943,2.723403,2.722985,2.708063,2.679614,2.740911,2.776462,2.8514,3.052524,3.263303,3.456311,3.657737,3.83958,3.908099,3.958291,4.211239,4.444407,4.544741,4.619343,4.638887,4.566885,4.543581,4.615575,4.74748,4.799387,4.679445,4.930411,4.948415
IDA & IBRD total,1.777207,1.747892,1.804461,1.881573,1.919579,1.996661,2.057184,2.110479,2.208674,2.232489,2.223273,2.162775,2.169098,2.175479,2.210284,2.209871,2.246463,2.302305,2.332216,2.331478,2.377169,2.356273,2.288708,2.25042,2.211072,2.268888,2.251208,2.245081,2.229891,2.204007,2.249559,2.273502,2.323437,2.474034,2.632645,2.775471,2.924327,3.056724,3.100806,3.126158,3.313373,3.483286,3.546245,3.594732,3.604074,3.54191,3.522841,3.571437,3.657662,3.684797,3.583732,3.760958,3.757296
IDA blend,0.752858,0.818062,0.892988,1.008588,1.126727,1.003311,1.038159,0.957871,0.969485,1.10366,1.064589,0.978249,0.959082,0.963314,0.963003,0.982885,0.98669,0.997271,1.015942,1.022813,1.026689,1.030356,1.020415,1.00745,0.953809,0.947008,0.988824,0.963361,0.962787,0.97087,0.995436,0.992496,0.945245,0.932799,0.944022,0.917435,0.918608,0.906778,0.896567,0.837729,0.865763,0.877701,0.825253,0.841568,0.847092,0.83507,0.873397,0.878421,0.846151,0.837924,0.857469,0.898352,0.885664
IDA only,0.226809,0.221942,0.225646,0.231031,0.236256,0.236805,0.24119,0.245845,0.243512,0.25142,0.255766,0.251432,0.248346,0.251932,0.247731,0.242534,0.243338,0.257973,0.25705,0.250677,0.257728,0.252005,0.233806,0.218852,0.220769,0.230199,0.241383,0.244885,0.251848,0.253079,0.254921,0.262731,0.266856,0.276902,0.282903,0.301998,0.311269,0.326439,0.33149,0.333306,0.343666,0.353222,0.355574,0.345426,0.359567,0.368017,0.392533,0.419684,0.433057,0.439836,0.425896,0.445242,0.437911
IDA total,0.395312,0.413354,0.44044,0.481684,0.523832,0.485105,0.500332,0.478371,0.4815,0.531883,0.52412,0.494822,0.487658,0.492127,0.489802,0.493935,0.49672,0.510902,0.517619,0.516676,0.523687,0.522259,0.50733,0.493061,0.475762,0.47975,0.501873,0.495573,0.500177,0.504012,0.514222,0.518822,0.505104,0.507384,0.515553,0.518849,0.525486,0.531537,0.531692,0.512443,0.529501,0.540186,0.523097,0.522494,0.533513,0.534503,0.563607,0.582521,0.579402,0.580563,0.57815,0.604834,0.59537
Iceland,9.457146,9.858417,10.735068,12.160119,11.742074,10.881323,10.875569,11.109157,11.358746,11.633553,10.654954,10.133258,8.457197,8.520658,9.36909,8.836188,8.800888,8.85955,9.205974,9.093462,9.181167,8.888777,8.83332,9.126552,9.475568,9.124082,10.07229,9.680667,9.882246,9.881715,10.14349,10.378709,10.88226,10.707341,10.872929,10.539406,10.671139,11.153656,11.908107,12.016992,11.748171,11.296683,11.365507,11.460817,10.580477,10.970482,9.476835,9.696855,9.340527,8.810666,8.382019,8.492698,8.480038
India,0.389833,0.382174,0.388074,0.377137,0.39504,0.410838,0.429057,0.427006,0.40896,0.429447,0.441652,0.474613,0.488535,0.508009,0.54692,0.558348,0.592637,0.619865,0.643376,0.673867,0.694451,0.73126,0.741626,0.758847,0.790351,0.82937,0.850777,0.878442,0.884094,0.92619,0.94231,0.93979,0.95762,0.969745,1.028226,1.054605,1.10811,1.188624,1.25816,1.322845,1.391299,1.463374,1.576076,1.599459,1.705177,1.715503,1.720292,1.795453,1.859893,1.836882,1.6804,1.83703,1.969296
Indonesia,0.269102,0.265043,0.305338,0.335492,0.365265,0.370095,0.38859,0.518277,0.595031,0.625157,0.608252,0.627332,0.617755,0.59769,0.598126,0.635812,0.688136,0.692837,0.727534,0.746302,0.881568,0.935116,0.960581,1.033861,1.082179,1.196165,1.240168,1.334008,1.326062,1.38612,1.384086,1.458535,1.463106,1.571323,1.580119,1.570557,1.638883,1.694885,1.654143,1.691263,1.80135,2.003993,1.995489,1.856402,1.951025,1.957215,1.916266,2.003943,2.209539,2.339795,2.169766,2.249932,2.591896
"Iran, Islamic Rep.",2.758731,2.870209,3.112294,3.603212,3.710903,3.67142,4.110405,4.178815,3.940527,3.547,2.921501,2.744041,3.193148,3.468829,3.286588,3.372987,3.032869,3.093582,3.022363,3.150616,3.570993,3.837948,3.996497,3.96248,4.511521,4.55537,4.678098,4.828615,4.759026,5.131854,5.328918,5.458161,5.650898,5.897918,6.191247,6.529305,6.895076,7.21865,7.351724,7.497135,7.449542,7.475031,7.464704,7.618403,7.81011,7.619161,7.663635,7.837307,7.680739,8.18572,8.388532,8.866206,8.847423
Iraq,2.420095,2.732558,2.62643,2.784741,2.897268,3.207567,3.895134,3.457444,3.678209,4.410827,3.843072,2.591883,2.673975,2.855675,3.116637,3.489007,3.820832,3.701072,3.892117,4.232383,3.949928,3.064677,4.140475,5.21692,5.459566,5.238679,4.681791,5.461664,4.1193,3.143554,3.63621,3.994501,3.654916,3.092548,3.275158,3.070895,2.96556,2.762436,3.129726,3.222095,3.591309,3.603898,3.953214,4.093029,3.783523,3.671516,4.030302,4.254107,4.493731,4.70109,4.365839,4.636735,5.043695
Ireland,6.987032,7.734664,7.49823,7.238938,7.704191,7.119813,7.188833,7.576869,7.409991,8.600311,8.173406,8.012366,7.853922,7.682903,7.639883,8.080932,8.348951,8.789039,8.576323,8.907382,9.203028,9.301673,9.208246,9.227878,9.530869,9.639798,9.926351,10.169151,10.715663,10.978176,11.517739,11.910969,11.440414,11.126803,11.053662,11.316051,11.158812,10.671862,10.308708,9.078301,8.974454,8.109895,8.175221,7.857968,7.758935,8.006879,8.296369,7.92618,7.763379,7.308213,6.804568,7.119068,6.845813
Israel,5.014997,4.865363,4.998698,5.139262,5.123512,5.266483,5.143674,5.248713,5.471951,5.431722,5.266632,5.376517,5.573605,5.6743,5.804015,6.09733,6.541126,7.023095,7.330189,7.479371,7.558584,7.248333,7.497111,8.005512,8.349843,8.691398,9.00643,9.070271,8.960626,8.97058,9.426602,9.19913,9.510868,9.604377,9.400617,8.928125,9.220395,9.38934,9.274176,8.956877,9.437169,9.160576,9.808457,8.472982,8.02421,8.113471,7.904528,7.783836,7.148444,7.213883,6.662163,6.506178,6.658268
Italy,5.845353,6.089383,6.387729,6.749259,6.75106,6.419035,6.865717,6.640192,6.748166,7.011859,7.046361,6.829291,6.679623,6.600538,6.695848,6.689255,6.721601,7.066457,7.147137,7.461747,7.511693,7.486004,7.448465,7.325057,7.226,7.650878,7.559702,7.616399,7.775433,7.895044,7.978614,7.962521,8.074241,8.375739,8.510731,8.476865,8.348044,8.174828,7.852861,6.94826,7.081864,6.905313,6.55334,5.997424,5.685868,5.873193,5.808341,5.761145,5.658869,5.567841,4.966674,5.586516,5.608972
Jamaica,4.286667,4.222662,4.145548,4.358973,4.446066,3.686067,3.233169,3.495557,3.535885,3.36558,3.205823,3.130069,2.631893,2.62673,2.416891,2.127862,2.014121,2.067848,2.156087,2.739937,3.237184,3.167145,3.424134,3.443996,3.443492,3.523947,3.64018,3.690723,3.853548,3.92309,3.92833,3.928017,3.88537,3.973842,3.967031,3.955578,4.557996,4.50877,3.621358,2.940926,2.798621,2.754326,2.529911,2.688413,2.582408,2.535812,2.713748,2.595246,3.081844,2.989263,2.092351,2.280876,2.64696
Japan,8.208002,8.008103,8.330988,9.259796,9.106303,8.502592,8.696184,8.832347,8.757514,8.888786,8.587846,8.34229,7.93161,7.905831,8.419388,8.138516,8.070795,8.091819,8.652811,8.860646,9.412902,9.454655,9.462504,9.371441,9.772855,9.828681,9.908228,9.770951,9.370177,9.675132,9.804063,9.673607,9.921934,9.958868,9.917306,10.007473,9.824005,10.091602,9.532537,9.03961,9.503116,9.933974,10.251601,10.384793,10.006363,9.694561,9.668653,9.552833,9.172136,8.874567,8.397105,8.594783,8.395631
Jordan,1.751128,1.678515,1.350613,1.470114,1.54498,1.659457,1.926026,1.933926,2.271987,2.343861,2.873485,3.186216,3.230546,3.569099,3.736334,3.649872,3.703168,3.945421,3.629113,2.83945,2.7808,2.576403,2.899125,2.8596,2.847368,2.904382,2.875085,2.897042,2.872886,2.816992,3.056593,3.001985,3.063978,3.073342,3.232778,3.369103,3.196299,3.125676,2.931816,2.949094,2.821458,2.809186,3.233398,3.0154,2.939076,2.685608,2.521924,2.594256,2.409765,2.182387,1.927985,1.964802,2.073335
Kazakhstan,14.888465,14.556194,15.17709,15.90121,16.215137,16.624824,16.704256,16.539073,16.995184,17.003249,17.391671,16.284883,15.4419,14.983616,14.341347,13.748847,13.592225,14.262516,14.528125,14.169954,14.493915,15.043644,15.307272,13.090386,11.962628,10.778376,9.626513,8.558733,9.048271,8.388733,8.529974,8.377008,9.295331,10.297243,11.012918,11.748217,13.05241,13.508188,15.123832,13.506894,14.385053,15.389052,14.954739,15.727205,13.078675,11.211679,11.769201,12.14092,12.115524,11.390941,11.574497,12.252465,12.305087
Kenya,0.329701,0.317935,0.320619,0.320843,0.31315,0.298216,0.328595,0.339959,0.328603,0.313473,0.324482,0.311207,0.281283,0.253278,0.28281,0.280339,0.302101,0.303375,0.291311,0.296866,0.282457,0.262922,0.258247,0.246501,0.243117,0.252671,0.270657,0.25318,0.269419,0.268664,0.290678,0.261006,0.245466,0.21488,0.231965,0.252148,0.270941,0.262922,0.269607,0.308699,0.324117,0.324518,0.293759,0.30884,0.341036,0.361033,0.384367,0.391205,0.381159,0.380387,0.367016,0.404281,0.405007
Kiribati,0.3269,0.320535,0.336244,0.396225,0.48351,0.401725,0.39729,0.421458,0.420954,0.450376,0.47753,0.465221,0.451421,0.437906,0.193169,0.209035,0.182195,0.238051,0.233805,0.220105,0.223098,0.229157,0.244716,0.243528,0.247435,0.220351,0.219067,0.221042,0.22415,0.22037,0.365635,0.323241,0.468222,0.474648,0.482906,0.628347,0.661887,0.603519,0.65821,0.545709,0.562077,0.515152,0.496954,0.527943,0.526334,0.533322,0.572258,0.574517,0.621703,0.614101,0.584461,0.627059,0.580981
"Korea, Dem. People's Rep.",5.007706,4.901243,4.963922,4.955987,5.046116,5.176649,5.401094,5.621519,5.844961,6.226307,6.463178,6.538921,6.73832,6.877992,7.015262,7.137922,6.949355,6.594566,6.664294,6.618149,6.250646,5.92271,5.160441,4.711881,4.250701,3.930465,3.452956,3.317579,2.696885,2.918017,3.118676,3.219477,3.06729,3.112533,3.155011,3.268404,3.312951,2.758441,3.00746,2.880868,2.763112,2.024534,1.944401,1.496614,1.634909,1.27678,1.401924,2.848537,2.560492,2.819423,2.641727,2.183952,2.27141
"Korea, Rep.",1.933427,1.915509,1.936225,2.342482,2.421462,2.581537,2.838943,3.181936,3.313595,3.702598,3.70978,3.805727,3.743749,4.017243,4.466364,4.629444,4.77402,4.866191,5.440226,5.671525,6.070374,6.752654,7.339592,7.911262,8.455125,9.027751,9.588131,9.985353,8.503863,9.237256,9.921758,10.071973,10.37828,10.502433,10.803731,10.708401,10.811713,11.112621,11.260269,11.283681,12.369048,12.970268,12.852856,12.731733,12.426168,12.619819,12.667779,12.952945,13.191727,12.653189,11.909444,12.338727,11.873741
Kuwait,49.237314,48.78265,46.126917,38.954681,30.009265,24.233683,23.247174,21.471706,23.145012,24.94222,22.117157,19.92515,20.238198,20.784959,20.283047,21.558755,22.277341,22.994855,26.57545,29.885662,19.235241,28.487294,16.491647,20.498986,24.474258,23.974302,22.914256,23.353861,25.119313,26.257428,28.659611,29.318403,29.894552,30.768939,31.975599,34.528842,33.802252,31.191437,31.535165,30.521155,29.496645,29.326542,27.557805,26.761281,25.187022,24.928219,24.574835,23.458246,22.91647,21.796806,21.123241,22.908185,22.358558
Kyrgyz Republic,5.220514,5.119611,5.32051,5.486366,5.605819,5.812781,5.900974,5.942492,6.112013,6.149887,6.348289,5.978105,5.555423,5.153219,4.805102,4.578553,4.469765,4.793225,4.875308,4.788299,5.387185,4.763271,3.100257,2.277553,1.490631,1.043317,1.27812,1.24284,1.291042,1.01518,0.979491,0.815155,1.009557,1.122259,1.099122,1.087293,1.071273,1.279614,1.471009,1.306487,1.208273,1.425002,1.847304,1.676709,1.683348,1.70797,1.577468,1.52809,1.780208,1.551802,1.383835,1.534762,1.505487
Lao PDR,0.109151,0.106632,0.110791,0.129452,0.154434,0.125436,0.121277,0.125684,0.122709,0.12936,0.136368,0.055159,0.049043,0.051313,0.041591,0.048048,0.050173,0.055134,0.05402,0.057051,0.059347,0.070528,0.07562,0.077438,0.083215,0.079726,0.091286,0.098758,0.103996,0.098974,0.172061,0.186381,0.205743,0.210602,0.217586,0.221926,0.286524,0.298205,0.343066,0.423078,0.467526,0.486448,0.511691,0.596607,0.654511,1.31255,2.297214,2.742063,2.7865,2.676302,2.645847,3.195489,3.179187
Late-demographic dividend,2.645613,2.608344,2.688573,2.790611,2.828762,2.991299,3.080143,3.198827,3.417209,3.433008,3.41762,3.309541,3.312377,3.343712,3.431614,3.432994,3.514602,3.611834,3.69835,3.704404,3.741222,3.737773,3.617462,3.574497,3.512832,3.633809,3.592206,3.554537,3.543471,3.501368,3.601895,3.689398,3.828819,4.183387,4.554303,4.918215,5.269039,5.554798,5.672917,5.801227,6.250996,6.677169,6.799631,6.988198,6.992209,6.890292,6.857353,6.954123,7.193639,7.321807,7.290836,7.655115,7.608311
Latin America & Caribbean,1.931597,1.900217,1.978839,2.096993,2.133986,2.121333,2.212396,2.255272,2.351301,2.404734,2.418749,2.349689,2.315093,2.211411,2.196661,2.172739,2.204268,2.245855,2.244546,2.271486,2.190214,2.215331,2.21441,2.249296,2.345362,2.342728,2.460074,2.551231,2.614229,2.558545,2.597717,2.564768,2.532837,2.559523,2.643849,2.695427,2.728457,2.791723,2.82785,2.714189,2.878223,2.942348,3.050467,3.076512,3.057189,3.01161,2.924851,2.878777,2.778118,2.760524,2.453992,2.644685,2.641912
Latin America & Caribbean (excluding high income),1.635355,1.599569,1.660035,1.760125,1.835557,1.865176,1.949333,1.987789,2.084798,2.140628,2.166922,2.123127,2.120766,2.019265,2.005888,2.003496,2.03398,2.078633,2.071278,2.07421,2.000146,2.028748,2.023765,2.056554,2.12792,2.128815,2.219069,2.31189,2.373826,2.316443,2.365868,2.322836,2.291261,2.314325,2.386753,2.421978,2.465092,2.528719,2.556398,2.442572,2.598668,2.671319,2.759013,2.792633,2.790993,2.764529,2.69241,2.664784,2.572484,2.56749,2.329216,2.536123,2.5012
Latin America & the Caribbean (IDA & IBRD countries),1.822026,1.784468,1.846169,1.953756,1.998618,1.996493,2.079636,2.103986,2.199711,2.278767,2.315363,2.259719,2.246557,2.134018,2.121783,2.112712,2.135,2.177373,2.166084,2.19126,2.126867,2.173304,2.186278,2.226675,2.323648,2.317243,2.434312,2.522521,2.588173,2.526266,2.567386,2.537045,2.516002,2.534392,2.622409,2.673936,2.72371,2.784981,2.828297,2.713764,2.880755,2.95152,3.060527,3.087212,3.069428,3.017063,2.932207,2.885159,2.777601,2.767804,2.460509,2.649528,2.647337
Latvia,4.805304,4.776701,5.040502,5.392705,5.719752,6.074638,6.290315,6.448986,6.67355,6.855995,7.105185,7.165019,7.281872,7.325813,7.307399,7.275698,7.352613,7.373763,7.283279,7.115456,7.366875,6.787682,5.471901,4.701419,4.160362,3.716415,3.764699,3.623198,3.492794,3.290717,3.05417,3.281404,3.317933,3.459465,3.516293,3.586745,3.849696,4.051356,3.894096,3.61956,4.233453,3.997361,3.945989,3.865258,3.79876,3.867457,3.817534,3.826545,4.207145,4.131941,3.829148,3.995988,3.685678
Least developed countries: UN classification,0.151831,0.147008,0.153007,0.159179,0.160582,0.152161,0.141841,0.155006,0.156562,0.159776,0.164807,0.156017,0.150525,0.154219,0.149893,0.154804,0.15498,0.154746,0.157181,0.155762,0.146091,0.144002,0.143497,0.139641,0.145587,0.160183,0.167262,0.173506,0.174334,0.180758,0.180437,0.189407,0.191142,0.203024,0.207452,0.212843,0.220347,0.230821,0.240156,0.253402,0.266296,0.276833,0.287449,0.301313,0.314922,0.325557,0.349257,0.369252,0.377459,0.384004,0.367072,0.389051,0.386393
Lebanon,2.276295,2.249916,2.395797,2.881145,2.858319,2.491802,2.311231,1.982872,2.348015,2.584649,2.558644,2.533881,1.838176,1.935511,1.941483,2.214165,2.279112,2.271976,1.717512,1.694757,1.661811,2.019863,2.124263,2.984756,3.220603,3.666819,3.737824,4.031199,3.933149,3.98249,3.535989,3.752546,3.688985,3.639525,3.628895,3.548584,3.39584,3.085825,3.717946,4.318602,4.098,4.11737,4.476328,4.022784,3.934054,4.156899,4.406996,4.755859,4.594444,4.660257,3.826583,2.923163,1.816524
Lesotho,0.072208,0.069775,0.067089,0.067008,0.06977,0.070037,0.070219,0.070622,0.069769,0.078102,0.07451,0.069403,0.062721,0.066605,0.062572,0.066549,0.070522,0.09669,0.06035,0.078741,0.060121,0.073926,0.061764,0.058734,0.063184,0.064107,0.065655,0.064734,0.063312,0.065844,0.175058,0.182472,0.193214,0.197475,0.206481,0.20885,0.213052,0.27431,0.221963,0.258572,0.26164,0.270207,0.283333,0.282567,0.288017,0.283473,0.308624,0.333455,0.346995,0.354575,0.314529,0.337999,0.429157
Liberia,0.66245,0.642254,0.627484,0.630846,0.660001,0.667659,0.676505,0.679664,0.677356,0.767389,0.713126,0.612774,0.546191,0.583974,0.502735,0.489436,0.369546,0.375605,0.438425,0.31773,0.16873,0.131969,0.111703,0.115028,0.115027,0.117234,0.123595,0.112309,0.108272,0.107666,0.136333,0.15262,0.150447,0.161627,0.172702,0.206361,0.205398,0.182418,0.146715,0.132538,0.195694,0.209776,0.223437,0.202987,0.259011,0.264625,0.291277,0.253788,0.129815,0.20015,0.162114,0.159868,0.161651
Libya,19.223956,13.05965,9.516233,8.577763,5.537431,6.499372,7.861792,8.010424,8.111643,8.536121,8.333046,7.055004,7.680001,7.266008,7.286135,6.463439,7.125225,6.791858,6.961658,6.628098,7.338728,7.231384,7.384246,7.710089,8.809244,9.81142,10.149872,9.255349,9.029211,9.151677,9.29018,9.021495,9.058294,9.572146,9.2789,9.852891,9.611216,8.804481,9.164308,9.465929,9.798673,6.973969,10.171996,9.930673,9.615338,8.341,7.712836,8.220313,8.361518,8.268498,6.486858,8.179323,8.053014
Lithuania,6.347189,6.289161,6.630276,7.057124,7.480755,7.910979,8.190764,8.414366,8.678526,8.922251,9.254799,9.297143,9.264953,9.23754,9.329194,9.240232,9.299273,9.298863,9.195527,8.992619,9.498063,9.982522,5.64534,4.403992,4.302374,4.165493,4.330698,4.214328,4.486705,3.78286,3.330927,3.570138,3.621974,3.657868,3.868999,4.200988,4.340824,4.818008,4.950018,4.176684,4.53333,4.729114,4.847918,4.513094,4.497978,4.692576,4.698878,4.912407,4.972474,5.085751,5.071967,5.103227,4.651123
Low & middle income,1.23299,1.211743,1.254569,1.30945,1.335799,1.396974,1.443649,1.496927,1.564305,1.592908,1.575196,1.540293,1.553778,1.565694,1.605152,1.606658,1.637059,1.686974,1.722143,1.736257,1.776847,1.788385,1.773477,1.785783,1.795329,1.872516,1.85961,1.890297,1.884961,1.861775,1.914802,1.942608,2.003168,2.151172,2.322527,2.477495,2.628003,2.769528,2.825126,2.88369,3.064788,3.228587,3.301579,3.369046,3.389724,3.326949,3.31567,3.371681,3.4571,3.490088,3.410808,3.568444,3.574657
Low income,0.703057,0.686582,0.689706,0.692625,0.709274,0.71313,0.73718,0.758948,0.765189,0.813489,0.830383,0.840506,0.862839,0.890309,0.898919,0.892662,0.867671,0.854509,0.853131,0.827403,0.805348,0.779832,0.694759,0.638212,0.6105,0.581674,0.545164,0.529536,0.480901,0.49199,0.504688,0.507854,0.488511,0.493874,0.496478,0.534076,0.542246,0.515891,0.533999,0.519841,0.507233,0.450425,0.409174,0.356157,0.358975,0.310352,0.307514,0.391342,0.38494,0.393225,0.365011,0.350637,0.34569
Lower middle income,0.465317,0.469174,0.489863,0.507809,0.535483,0.529935,0.542406,0.536122,0.533443,0.571206,0.573235,0.575714,0.578939,0.595815,0.613219,0.62348,0.642503,0.66857,0.68323,0.699989,0.710483,0.727955,0.733175,0.741192,0.746795,0.77915,0.806579,0.827696,0.835067,0.860694,0.871833,0.879499,0.886786,0.894805,0.939784,0.959835,0.987856,1.038124,1.075989,1.105226,1.155428,1.198311,1.255233,1.2705,1.335421,1.356259,1.385509,1.438231,1.476982,1.47757,1.395666,1.486517,1.541768
Luxembourg,58.024713,53.391293,51.679458,55.200457,50.158569,39.253378,41.645991,39.540013,42.741715,40.385442,37.545792,31.987953,29.886875,27.762826,30.583774,30.859326,29.992263,28.173432,29.230419,31.068682,31.36991,32.194057,31.039204,31.185106,28.472296,22.217192,22.084374,20.38026,18.380739,18.970207,20.171442,21.141045,22.485124,23.147931,25.93414,26.043409,25.267171,23.628886,22.946076,21.314308,22.11921,21.395127,20.468937,18.999558,17.651563,16.343635,15.53485,15.408092,15.699975,15.631749,12.678711,13.093378,11.124891
"Macao SAR, China",1.178728,1.226354,1.319323,1.599259,1.978383,1.651973,1.645586,1.7566,1.747418,1.854167,1.95869,1.839052,1.853132,2.407352,2.222379,1.965482,2.383719,2.837869,2.686392,2.678253,2.817435,2.735959,2.937449,3.152344,3.336694,2.935011,3.351963,3.542296,3.857921,4.021526,3.38876,3.594607,3.903513,3.958972,4.475038,4.32397,4.077571,3.70071,2.954318,3.165794,3.203352,3.072962,3.069202,3.066734,3.360302,4.291492,4.024368,4.451727,3.225983,3.344196,3.257806,2.999707,2.478222
Madagascar,0.115183,0.112042,0.111444,0.100095,0.095902,0.10342,0.093395,0.093381,0.098786,0.103381,0.110748,0.086324,0.077477,0.068099,0.085194,0.075586,0.069415,0.073203,0.065694,0.066245,0.075309,0.078139,0.076799,0.077228,0.092208,0.100681,0.093655,0.099468,0.107461,0.106722,0.102577,0.100417,0.066456,0.085747,0.09007,0.093326,0.086889,0.088756,0.089372,0.082419,0.088733,0.100533,0.121501,0.126491,0.126541,0.134437,0.124571,0.132625,0.119124,0.142139,0.108039,0.13819,0.144034
Malawi,0.074602,0.072041,0.075023,0.078338,0.07994,0.088645,0.082302,0.079715,0.078294,0.075903,0.08194,0.077066,0.063373,0.055192,0.049026,0.049485,0.046089,0.058409,0.048953,0.053126,0.160991,0.179587,0.190556,0.190412,0.20071,0.205702,0.215461,0.237909,0.247117,0.248339,0.273808,0.273146,0.2635,0.259203,0.251729,0.277904,0.286892,0.300479,0.306502,0.288828,0.302506,0.375984,0.361754,0.3108,0.299118,0.287318,0.279415,0.299783,0.294591,0.294727,0.266527,0.305224,0.27237
Malaysia,2.700003,2.674507,1.397568,1.409166,1.647402,1.729746,1.858912,1.784954,2.23593,2.501073,2.523922,2.497649,2.614742,2.871851,2.924526,2.800641,2.789367,2.75221,2.852457,3.270587,3.612605,4.105561,4.209636,4.114396,4.417993,4.472987,4.960646,5.298084,5.051059,5.334258,5.693236,5.883042,6.080309,6.34317,6.714666,7.010242,7.106051,7.588619,7.839229,7.036937,7.520348,7.484823,7.409842,7.859525,8.18962,8.095961,7.785044,7.350569,7.726446,7.630399,7.467787,7.523263,7.983299
